id,customer_id,end_date,start_date,subscription_period,price
15603,4997,2015-07-16 18:29:00,2014-07-14 06:29:00,annual,500
15629,4998,2015-07-06 14:03:00,2014-07-04 02:03:00,annual,500
15643,4999,2015-07-28 23:43:00,2014-07-26 11:43:00,annual,500
15651,5000,2015-07-26 16:09:00,2014-07-24 04:09:00,annual,500
15665,5001,2015-02-04 04:26:00,2013-01-31 16:26:00,annual,500
15683,5002,2015-07-28 19:27:00,2014-07-26 07:27:00,annual,500
15720,5003,2015-07-29 08:42:00,2014-07-26 20:42:00,annual,500
15736,5004,2014-08-03 19:29:00,2014-04-02 07:29:00,monthly,50
15744,5005,2015-07-31 20:52:00,2014-07-29 08:52:00,annual,500
15751,5006,2015-08-01 06:11:00,2014-07-29 18:11:00,annual,500
15762,5007,2015-07-24 13:31:00,2014-07-22 01:31:00,annual,500
15775,5008,2015-06-04 08:13:00,2014-06-01 20:13:00,annual,500
15788,5009,2015-08-10 21:16:00,2014-08-08 09:16:00,annual,500
15802,5010,2015-08-17 03:08:00,2013-08-14 15:08:00,annual,500
15828,5011,2015-08-14 03:28:00,2014-08-11 15:28:00,annual,500
15842,5012,2015-08-02 19:20:00,2014-07-31 07:20:00,annual,500
15870,5013,2015-08-03 04:30:00,2014-07-31 16:30:00,annual,500
15883,5014,2015-08-03 08:29:00,2014-07-31 20:29:00,annual,500
15901,5015,2015-08-03 23:35:00,2014-08-01 11:35:00,annual,500
15923,5016,2015-09-27 14:36:00,2014-09-25 02:36:00,annual,500
15936,5017,2015-08-05 04:27:00,2013-08-02 16:27:00,annual,500
15960,5018,2015-01-05 03:33:00,2014-03-03 15:33:00,monthly,50
15980,5019,2015-08-06 15:49:00,2014-08-04 03:49:00,annual,500
16002,5020,2015-08-07 02:55:00,2014-08-04 14:55:00,annual,500
16008,5021,2015-08-07 03:29:00,2014-10-22 12:04:00,annual,500
16019,5022,2015-09-28 08:50:00,2014-09-25 20:50:00,annual,500
16032,5023,2015-08-07 11:09:00,2014-08-04 23:09:00,annual,500
16045,5024,2015-08-07 14:12:00,2014-08-05 02:12:00,annual,500
16061,5025,2015-08-07 19:05:00,2014-08-05 07:05:00,annual,500
16073,5026,2015-08-16 16:02:00,2014-08-14 04:02:00,annual,500
16086,5027,2015-08-08 02:15:00,2014-08-05 14:15:00,annual,500
16100,5028,2015-08-08 05:18:00,2014-08-05 17:18:00,annual,500
16131,5029,2015-08-08 13:42:00,2014-08-06 01:42:00,annual,500
16149,5030,2015-08-08 16:35:00,2014-08-06 04:35:00,annual,500
16162,5031,2015-08-11 06:15:00,2014-08-06 07:18:00,annual,500
16178,5032,2015-08-09 03:30:00,2014-08-06 15:30:00,annual,500
16190,5033,2015-08-17 12:16:00,2014-08-15 00:16:00,annual,500
16207,5034,2015-08-30 17:27:00,2014-08-28 05:27:00,annual,500
16217,5035,2014-12-16 08:18:00,2014-05-13 20:18:00,monthly,50
16227,5036,2015-08-19 03:02:00,2012-08-16 15:02:00,annual,500
16242,5037,2015-08-20 13:26:00,2011-08-18 01:26:00,annual,500
16263,5038,2014-12-28 11:47:00,2014-08-25 23:47:00,monthly,50
16289,5039,2015-09-29 06:16:00,2014-09-26 18:16:00,annual,500
16304,5040,2015-07-26 22:39:00,2014-09-09 20:31:00,annual,500
16318,5041,2015-09-01 17:03:00,2014-08-30 05:03:00,annual,500
16334,5042,2014-09-21 17:14:00,2014-09-16 14:16:00,monthly,50
16345,5043,2015-08-31 17:03:00,2014-08-29 05:03:00,annual,500
16354,5044,2015-09-18 04:53:00,2014-09-15 16:53:00,annual,500
16364,5045,2015-09-17 23:05:00,2014-09-15 11:05:00,annual,500
14475,5046,2015-04-06 07:31:00,2014-04-03 19:31:00,annual,500
14501,5047,2015-04-06 12:26:00,2014-04-04 00:26:00,annual,500
14507,5048,2015-04-06 13:06:00,2014-04-04 01:06:00,annual,500
14534,5049,2015-04-06 16:04:00,2014-04-04 04:04:00,annual,500
14559,5050,2015-04-07 08:27:00,2014-04-04 20:27:00,annual,500
14572,5051,2015-04-08 01:53:00,2014-04-05 13:53:00,annual,500
14598,5052,2015-03-24 15:58:00,2014-03-22 03:58:00,annual,500
14625,5053,2015-04-12 11:06:00,2014-04-09 23:06:00,annual,500
14645,5054,2015-05-09 06:27:00,2014-05-06 18:27:00,annual,500
14664,5055,2015-04-24 20:55:00,2013-04-22 08:55:00,annual,500
14688,5056,2015-04-26 09:22:00,2014-04-23 21:22:00,annual,500
14700,5057,2015-04-27 07:20:00,2014-04-24 19:20:00,annual,500
14714,5058,2015-05-09 17:50:00,2014-05-07 05:50:00,annual,500
14730,5059,2015-08-10 04:29:00,2014-08-07 16:29:00,annual,500
14741,5060,2015-09-28 05:29:00,2014-09-25 17:29:00,annual,500
14755,5061,2015-05-12 07:46:00,2014-05-09 19:46:00,annual,500
14797,5062,2015-09-28 05:11:00,2014-09-25 17:11:00,annual,500
14814,5063,2015-08-10 05:33:00,2014-08-07 17:33:00,annual,500
14826,5064,2015-06-01 03:51:00,2014-05-29 15:51:00,annual,500
14840,5065,2015-05-30 12:01:00,2014-05-28 00:01:00,annual,500
14849,5066,2015-06-03 04:36:00,2014-05-31 16:36:00,annual,500
14860,5067,2015-05-30 06:05:00,2014-05-27 18:05:00,annual,500
14866,5068,2015-05-17 20:41:00,2014-05-15 08:41:00,annual,500
14893,5069,2015-05-19 07:55:00,2014-05-16 19:55:00,annual,500
14901,5070,2015-05-19 06:14:00,2014-05-16 18:14:00,annual,500
14906,5071,2015-05-19 07:35:00,2014-05-16 19:35:00,annual,500
14922,5072,2015-05-31 11:40:00,2014-05-28 23:40:00,annual,500
14932,5073,2015-03-27 19:42:00,2013-03-25 07:42:00,annual,500
14950,5074,2015-07-31 21:06:00,2014-07-29 09:06:00,annual,500
14965,5075,2015-06-03 03:39:00,2014-05-31 15:39:00,annual,500
14972,5076,2015-05-20 07:07:00,2014-05-17 19:07:00,annual,500
15002,5077,2015-05-21 23:57:00,2014-05-19 11:57:00,annual,500
15012,5078,2015-05-22 08:44:00,2014-05-19 20:44:00,annual,500
15028,5079,2015-05-30 04:50:00,2014-05-27 16:50:00,annual,500
15040,5080,2015-06-03 21:48:00,2014-06-01 09:48:00,annual,500
15056,5081,2015-06-06 09:20:00,2014-06-03 21:20:00,annual,500
15083,5082,2015-06-05 01:25:00,2014-06-02 13:25:00,annual,500
15099,5083,2015-06-05 05:23:00,2014-06-02 17:23:00,annual,500
15122,5084,2015-06-05 16:05:00,2014-06-03 04:05:00,annual,500
15132,5085,2015-06-05 17:28:00,2014-06-03 05:28:00,annual,500
15138,5086,2015-06-05 19:32:00,2014-06-03 07:32:00,annual,500
15150,5087,2015-06-06 01:26:00,2014-06-03 13:26:00,annual,500
15167,5088,2015-10-14 04:27:00,2014-10-11 16:27:00,annual,500
15179,5089,2015-06-06 05:21:00,2014-06-03 17:21:00,annual,500
15204,5090,2015-06-06 08:59:00,2014-06-03 20:59:00,annual,500
16369,5091,2015-09-01 02:51:00,2014-08-29 14:51:00,annual,500
16376,5092,2015-09-15 08:11:00,2014-09-12 20:59:00,annual,500
16390,5093,2015-09-01 09:33:00,2014-08-29 21:33:00,annual,500
16405,5094,2015-09-14 01:37:00,2014-09-11 13:37:00,annual,500
16431,5095,2015-10-14 22:38:00,2014-10-12 10:38:00,annual,500
16442,5096,2015-02-04 13:21:00,2014-02-01 01:21:00,annual,500
16463,5097,2015-09-16 15:21:00,2012-09-14 03:21:00,annual,500
16476,5098,2015-09-04 00:13:00,2014-09-01 12:13:00,annual,500
16492,5099,2015-09-04 09:55:00,2014-09-01 21:55:00,annual,500
16505,5100,2015-09-13 02:57:00,2014-09-10 14:57:00,annual,500
16513,5101,2014-12-16 22:36:00,2014-03-14 10:36:00,monthly,50
16531,5102,2015-09-05 19:27:00,2014-09-03 07:27:00,annual,500
16545,5103,2015-08-19 04:34:00,2014-08-16 16:34:00,annual,500
16562,5104,2015-03-31 06:52:00,2014-09-03 21:56:00,annual,500
16567,5105,2015-01-05 14:02:00,2014-09-04 02:02:00,monthly,50
16577,5106,2015-09-18 11:42:00,2014-09-15 23:42:00,annual,500
16596,5107,2015-09-18 08:05:00,2014-09-15 20:05:00,annual,500
16617,5108,2015-09-28 16:29:00,2014-09-26 04:29:00,annual,500
16635,5109,2014-12-20 07:23:00,2014-09-17 19:23:00,monthly,50
16645,5110,2015-07-11 08:39:00,2014-07-08 20:39:00,annual,500
16675,5111,2015-09-21 10:33:00,2014-09-18 22:33:00,annual,500
16688,5112,2015-03-31 17:49:00,2014-09-19 08:21:00,annual,500
16704,5113,2015-09-22 05:50:00,2011-09-19 17:50:00,annual,500
16726,5114,2015-09-01 06:36:00,2014-08-29 18:36:00,annual,500
16739,5115,2015-09-23 01:48:00,2014-09-20 13:48:00,annual,500
16751,5116,2015-09-23 06:57:00,2014-09-20 18:57:00,annual,500
16760,5117,2014-12-23 14:01:00,2014-05-21 02:01:00,monthly,50
16777,5118,2015-01-04 06:37:00,2014-11-02 18:37:00,monthly,50
16795,5119,2014-12-25 13:42:00,2014-11-26 12:30:00,monthly,50
16809,5120,2015-09-26 03:58:00,2014-09-23 15:58:00,annual,500
16823,5121,2014-12-29 13:15:00,2013-12-27 01:15:00,monthly,50
16836,5122,2014-12-16 14:45:00,2014-08-14 02:45:00,monthly,50
16859,5123,2014-12-30 14:35:00,2013-12-28 02:35:00,monthly,50
16866,5124,2015-09-28 18:02:00,2014-09-17 15:19:00,annual,500
16882,5125,2015-10-01 19:49:00,2014-09-29 07:49:00,annual,500
16901,5126,2015-10-02 08:56:00,2014-09-29 20:56:00,annual,500
16923,5127,2015-10-02 20:03:00,2014-09-30 08:03:00,annual,500
16941,5128,2015-01-02 06:55:00,2014-09-30 18:55:00,monthly,50
16953,5129,2015-10-03 08:07:00,2014-09-30 20:07:00,annual,500
16966,5130,2015-10-03 10:35:00,2014-09-30 22:35:00,annual,500
16973,5131,2015-10-05 12:16:00,2014-10-03 00:16:00,annual,500
16984,5132,2014-12-16 19:52:00,2014-10-14 07:52:00,monthly,50
16994,5133,2015-10-03 18:37:00,2013-10-01 06:37:00,annual,500
17009,5134,2015-10-04 04:30:00,2013-10-01 16:30:00,annual,500
17029,5135,2015-10-04 09:38:00,2013-10-01 21:38:00,annual,500
17060,5137,2015-10-05 06:23:00,2014-10-02 18:23:00,annual,500
17073,5138,2015-10-05 16:40:00,2014-10-03 04:40:00,annual,500
17082,5139,2015-10-16 17:08:00,2014-10-14 05:08:00,annual,500
17092,5140,2015-01-05 14:00:00,2014-09-04 02:00:00,monthly,50
17102,5141,2014-12-19 03:04:00,2014-11-22 03:51:00,monthly,50
17107,5142,2015-10-07 02:48:00,2014-10-04 14:48:00,annual,500
17136,5143,2015-10-08 05:10:00,2014-10-05 17:10:00,annual,500
17156,5144,2015-10-09 02:47:00,2014-10-06 14:47:00,annual,500
17168,5145,2015-10-09 07:22:00,2014-10-06 19:22:00,annual,500
17181,5146,2015-06-24 02:48:00,2013-06-21 14:48:00,annual,500
17188,5147,2015-10-09 12:33:00,2014-10-07 00:33:00,annual,500
17199,5148,2015-10-09 14:58:00,2014-10-07 02:58:00,annual,500
17225,5149,2015-10-10 00:18:00,2014-10-07 12:18:00,annual,500
17230,5150,2015-10-10 02:26:00,2014-10-07 14:26:00,annual,500
17255,5151,2015-10-10 07:38:00,2014-10-07 19:38:00,annual,500
17269,5152,2015-10-10 09:28:00,2014-10-07 21:28:00,annual,500
17281,5153,2014-12-31 08:27:00,2014-11-29 16:57:00,monthly,50
17307,5154,2015-10-10 16:18:00,2014-10-08 04:18:00,annual,500
17313,5155,2015-10-10 15:54:00,2014-10-08 03:54:00,annual,500
17327,5156,2015-10-10 20:09:00,2014-10-08 08:09:00,annual,500
17340,5157,2015-10-11 02:24:00,2013-10-08 14:24:00,annual,500
17354,5158,2015-06-01 04:11:00,2014-05-29 16:11:00,annual,500
17372,5159,2015-10-11 21:00:00,2014-10-09 09:00:00,annual,500
17389,5160,2015-10-12 04:00:00,2014-10-09 16:00:00,annual,500
17404,5161,2015-10-12 08:41:00,2014-10-09 20:41:00,annual,500
17423,5162,2015-10-12 13:32:00,2014-10-10 01:32:00,annual,500
17441,5163,2015-10-17 01:58:00,2014-10-14 13:58:00,annual,500
17454,5164,2014-12-17 09:28:00,2014-10-14 21:28:00,monthly,50
17461,5165,2015-10-17 14:37:00,2014-10-15 02:37:00,annual,500
17499,5166,2014-12-19 17:06:00,2014-08-17 05:06:00,monthly,50
17515,5167,2015-10-20 09:10:00,2014-10-17 21:10:00,annual,500
17550,5168,2014-12-22 18:31:00,2014-10-20 06:31:00,monthly,50
17577,5169,2015-02-01 04:21:00,2014-10-29 17:17:00,annual,500
17604,5170,2015-10-25 05:40:00,2013-10-22 17:40:00,annual,500
17630,5171,2014-12-26 00:43:00,2014-10-23 12:43:00,monthly,50
17668,5172,2014-12-27 09:00:00,2014-10-24 21:00:00,monthly,50
17690,5173,2015-02-08 12:17:00,2014-10-25 16:04:00,annual,500
17704,5174,2015-01-01 05:52:00,2014-08-29 17:52:00,monthly,50
17712,5175,2014-12-24 12:46:00,2014-10-29 21:19:00,annual,500
17732,5176,2015-11-01 21:57:00,2014-10-30 20:26:00,annual,500
17741,5177,2015-01-02 04:36:00,2014-09-30 16:36:00,monthly,50
17753,5178,2015-05-20 06:41:00,2014-05-17 18:41:00,annual,500
17765,5179,2015-03-29 23:42:00,2014-03-27 11:42:00,annual,500
14489,5180,2015-04-06 09:31:00,2014-04-03 21:31:00,annual,500
14499,5181,2015-04-06 11:02:00,2014-04-03 23:02:00,annual,500
14525,5182,2015-04-06 15:19:00,2014-04-04 03:19:00,annual,500
14537,5183,2015-04-06 17:58:00,2014-04-04 05:58:00,annual,500
14557,4089,2015-04-06 09:57:00,2014-04-03 21:57:00,annual,500
14566,5184,2015-04-07 14:46:00,2014-04-05 02:46:00,annual,500
14582,5185,2015-04-08 15:05:00,2014-04-06 03:05:00,annual,500
14591,5186,2014-08-06 04:51:00,2014-05-04 16:51:00,monthly,50
14611,5187,2015-04-21 16:07:00,2013-04-19 04:07:00,annual,500
14628,5188,2015-04-12 13:36:00,2012-06-01 23:51:00,annual,500
14657,5189,2015-05-08 02:00:00,2014-05-05 14:00:00,annual,500
14665,5190,2015-04-25 00:29:00,2014-04-22 12:29:00,annual,500
14683,5191,2015-04-26 04:16:00,2014-04-23 16:16:00,annual,500
14704,5192,2015-05-10 00:36:00,2014-05-07 12:36:00,annual,500
14721,5193,2015-04-29 10:46:00,2014-04-26 22:46:00,annual,500
14727,5194,2015-05-12 07:10:00,2014-05-09 19:10:00,annual,500
14736,5195,2015-05-25 07:12:00,2014-05-22 19:12:00,annual,500
14756,5196,2015-05-12 02:26:00,2014-05-09 14:26:00,annual,500
14777,5197,2015-05-27 06:49:00,2014-05-24 18:49:00,annual,500
14795,5198,2015-06-03 05:48:00,2014-05-31 17:48:00,annual,500
14804,5199,2015-05-08 12:17:00,2014-05-24 19:26:00,annual,500
14837,5200,2015-06-01 17:00:00,2014-05-30 05:00:00,annual,500
14847,5201,2015-06-02 15:52:00,2013-05-31 03:52:00,annual,500
14867,5202,2015-06-01 13:43:00,2014-05-30 01:43:00,annual,500
14879,5203,2015-05-18 05:59:00,2014-05-15 17:59:00,annual,500
14887,5204,2015-02-06 09:07:00,2014-10-06 14:17:00,annual,500
14897,5205,2015-05-26 23:33:00,2013-05-24 11:33:00,annual,500
14911,5206,2015-05-31 01:04:00,2014-05-28 13:04:00,annual,500
14939,5207,2015-08-10 07:21:00,2014-08-07 19:21:00,annual,500
14945,5208,2015-07-30 11:48:00,2014-07-27 23:48:00,annual,500
14974,5209,2015-05-20 10:13:00,2014-05-17 22:13:00,annual,500
14988,5210,2015-05-21 02:53:00,2014-05-18 14:53:00,annual,500
14998,5211,2015-06-02 03:02:00,2014-05-30 15:02:00,annual,500
15007,5212,2015-05-25 17:18:00,2014-05-23 05:18:00,annual,500
15042,5213,2015-06-03 20:41:00,2014-06-01 08:41:00,annual,500
15051,5214,2015-06-04 05:26:00,2014-06-01 17:26:00,annual,500
15070,5215,2015-06-04 16:11:00,2014-06-02 04:11:00,annual,500
15081,5216,2015-06-05 00:55:00,2014-06-02 12:55:00,annual,500
15092,5217,2015-06-05 03:43:00,2014-06-02 15:43:00,annual,500
15104,5218,2015-06-05 08:55:00,2014-06-02 20:55:00,annual,500
15128,5219,2015-06-05 16:55:00,2014-06-03 04:55:00,annual,500
15151,5220,2015-06-06 01:32:00,2014-06-03 13:32:00,annual,500
15158,5221,2015-06-06 02:16:00,2014-06-03 14:16:00,annual,500
15182,5222,2015-06-06 05:16:00,2014-06-03 17:16:00,annual,500
15197,5223,2015-06-06 07:35:00,2014-06-03 19:35:00,annual,500
17779,5224,2015-11-02 14:21:00,2014-10-31 02:21:00,annual,500
17792,5225,2015-02-08 06:19:00,2014-02-04 18:19:00,annual,500
17811,5226,2015-01-04 13:24:00,2013-10-03 01:24:00,monthly,50
17826,5227,2015-01-04 23:17:00,2014-06-03 11:17:00,monthly,50
17852,5228,2015-11-06 17:40:00,2014-11-04 05:40:00,annual,500
17863,5229,2015-01-06 05:54:00,2014-07-04 17:54:00,monthly,50
17871,5230,2015-11-07 11:28:00,2014-11-04 23:28:00,annual,500
17884,5231,2015-01-07 02:09:00,2014-11-05 14:09:00,monthly,50
17901,5232,2015-11-08 16:27:00,2014-11-06 04:27:00,annual,500
17916,5233,2015-11-09 08:35:00,2014-11-06 20:35:00,annual,500
17930,5234,2015-11-10 03:31:00,2014-11-07 15:31:00,annual,500
17947,5235,2014-12-10 19:07:00,2014-11-08 07:07:00,monthly,50
17975,5236,2015-11-12 01:25:00,2014-11-09 13:25:00,annual,500
17996,5237,2014-12-13 08:17:00,2014-07-10 20:17:00,monthly,50
18005,5238,2014-12-13 18:33:00,2014-11-11 06:33:00,monthly,50
18015,5239,2014-12-14 08:14:00,2014-11-11 20:14:00,monthly,50
18021,5240,2014-12-14 14:39:00,2014-06-12 02:39:00,monthly,50
18030,5241,2014-12-15 13:36:00,2011-07-13 01:36:00,monthly,50
18049,5242,2014-12-20 09:44:00,2014-09-17 21:44:00,monthly,50
18086,5243,2014-12-22 07:00:00,2013-03-19 19:00:00,monthly,50
18094,5244,2014-12-22 16:20:00,2014-05-20 04:20:00,monthly,50
18116,5245,2014-12-23 12:10:00,2014-01-21 00:10:00,monthly,50
18123,5246,2015-09-10 09:23:00,2014-09-07 21:23:00,annual,500
18141,5247,2014-12-24 04:18:00,2014-09-21 16:18:00,monthly,50
18156,5248,2014-12-24 14:30:00,2014-11-22 02:30:00,monthly,50
18164,5249,2014-12-25 03:57:00,2014-10-22 15:57:00,monthly,50
18176,5250,2015-04-06 06:07:00,2014-11-23 07:09:00,annual,500
18187,5251,2015-01-31 09:41:00,2014-11-23 18:43:00,annual,500
18212,5252,2014-12-27 08:32:00,2013-11-24 20:32:00,monthly,50
18233,5253,2014-12-28 14:30:00,2014-11-26 02:30:00,monthly,50
18241,5254,2015-08-05 23:58:00,2014-08-03 11:58:00,annual,500
18258,5255,2014-12-29 13:45:00,2014-01-27 01:45:00,monthly,50
18280,5256,2015-12-07 13:36:00,2013-12-05 01:36:00,annual,500
18287,5257,2015-09-27 07:25:00,2014-09-24 19:25:00,annual,500
18305,5258,2014-12-30 16:54:00,2011-07-28 04:54:00,monthly,50
18336,5259,2015-12-02 06:37:00,2013-11-29 18:37:00,annual,500
18343,5260,2015-01-01 17:51:00,2014-10-31 05:51:00,monthly,50
18349,5261,2015-01-02 01:06:00,2014-10-31 13:06:00,monthly,50
18372,5262,2014-03-30 14:24:00,2014-01-26 02:24:00,monthly,50
18390,5263,2015-01-07 05:10:00,2012-06-05 17:10:00,monthly,50
18406,5264,2014-12-26 11:04:00,2014-08-23 23:04:00,monthly,50
18434,5266,2014-12-10 01:48:00,2014-04-07 13:48:00,monthly,50
18447,5267,2014-12-10 17:26:00,2014-10-08 05:26:00,monthly,50
18452,5268,2014-12-11 01:08:00,2014-10-08 13:08:00,monthly,50
18458,5269,2014-12-11 03:26:00,2014-10-08 15:26:00,monthly,50
18470,5270,2014-12-11 16:31:00,2014-09-09 04:31:00,monthly,50
18484,5271,2014-12-12 08:11:00,2014-10-23 05:36:00,monthly,50
18507,5272,2014-12-13 18:38:00,2014-09-11 06:38:00,monthly,50
18527,5273,2015-10-12 01:57:00,2014-10-09 13:57:00,annual,500
18545,5274,2014-12-15 13:35:00,2014-06-13 01:35:00,monthly,50
18558,5275,2014-12-16 08:30:00,2013-05-13 20:30:00,monthly,50
18586,5276,2014-12-18 04:16:00,2014-09-15 16:16:00,monthly,50
18599,5277,2014-12-18 21:20:00,2013-11-16 09:20:00,monthly,50
22872,5278,2015-01-23 20:15:00,2014-01-23 21:22:00,annual,500
22884,5279,2013-02-10 08:20:00,2012-10-10 08:20:00,monthly,50
22902,5280,2013-02-18 10:49:00,2012-06-18 10:49:00,monthly,50
22908,5281,2013-04-14 20:09:00,2013-01-02 20:16:00,monthly,50
22951,5283,2011-12-13 20:22:00,2011-11-15 19:15:00,monthly,50
22974,5284,2013-08-11 15:04:00,2013-02-09 13:24:00,monthly,50
22988,5285,2013-04-12 00:23:00,2013-01-12 00:23:00,monthly,50
22998,5286,2014-01-22 00:00:00,2013-01-22 00:00:00,annual,500
23010,5287,2015-01-27 05:21:00,2014-01-27 06:22:00,annual,500
23026,5288,2013-04-12 17:55:00,2012-11-12 17:55:00,monthly,50
23036,5289,2014-01-29 23:09:00,2013-01-29 23:09:00,annual,500
23058,5290,2013-07-14 00:26:00,2013-03-14 00:26:00,monthly,50
23072,5291,2014-01-30 09:13:00,2013-01-30 09:13:00,annual,500
23085,5292,2013-04-28 14:24:00,2012-06-28 14:24:00,monthly,50
23120,3135,2013-03-17 12:08:00,2013-01-17 12:08:00,monthly,50
23132,5293,2013-05-03 21:05:00,2013-03-03 21:05:00,monthly,50
23146,5294,2013-04-28 08:26:00,2013-02-28 08:26:00,monthly,50
23156,5295,2014-02-15 00:59:00,2012-02-15 00:59:00,annual,500
23190,5297,2011-04-28 18:49:00,2011-01-28 18:49:00,monthly,50
23249,5302,2011-03-18 21:07:00,2011-01-18 21:07:00,monthly,50
23272,5303,2011-05-27 17:38:00,2011-04-27 17:40:00,monthly,50
23288,5304,2011-06-19 18:54:00,2011-02-19 18:54:00,monthly,50
23302,5305,2011-07-18 22:20:00,2011-02-18 22:20:00,monthly,50
23313,5306,2011-07-20 22:22:00,2011-02-20 22:22:00,monthly,50
23320,5307,2011-10-12 13:10:00,2011-03-12 13:10:00,monthly,50
23333,5308,2012-01-03 09:08:00,2011-05-03 09:08:00,monthly,50
23349,5309,2011-08-13 03:37:00,2011-05-13 03:37:00,monthly,50
15203,5310,2015-06-06 08:57:00,2014-06-03 20:57:00,annual,500
15218,5311,2015-06-06 11:44:00,2014-06-03 23:44:00,annual,500
15240,5312,2015-06-06 14:21:00,2014-06-04 02:21:00,annual,500
15258,5313,2015-06-06 16:49:00,2014-06-04 04:49:00,annual,500
15267,5314,2015-06-06 21:03:00,2014-06-04 09:03:00,annual,500
15275,5315,2015-06-07 05:54:00,2014-06-04 17:54:00,annual,500
15291,5316,2015-06-07 13:08:00,2014-06-05 01:08:00,annual,500
15306,5317,2015-06-08 00:05:00,2014-06-05 12:05:00,annual,500
15314,5318,2015-06-08 06:54:00,2014-06-05 18:54:00,annual,500
15328,5319,2015-06-08 14:32:00,2014-06-06 02:32:00,annual,500
15350,5320,2015-09-28 21:08:00,2014-09-26 09:08:00,annual,500
15362,5321,2015-06-06 10:21:00,2014-06-03 22:21:00,annual,500
15380,5323,2015-02-07 02:37:00,2014-02-03 14:37:00,annual,500
15403,5324,2014-12-16 13:35:00,2014-06-14 01:35:00,monthly,50
15420,5325,2015-04-05 21:07:00,2014-04-03 09:07:00,annual,500
15437,5326,2015-07-19 12:59:00,2014-07-17 00:59:00,annual,500
15452,5327,2015-06-21 03:33:00,2014-06-18 15:33:00,annual,500
15469,5328,2015-07-17 09:58:00,2014-07-14 21:58:00,annual,500
15475,5329,2015-06-23 05:46:00,2014-06-20 17:46:00,annual,500
15488,5330,2014-12-24 11:33:00,2014-06-21 23:33:00,monthly,50
15507,5331,2015-06-26 04:38:00,2014-06-23 16:38:00,annual,500
15515,5332,2015-08-11 13:36:00,2014-08-09 01:36:00,annual,500
15527,5333,2015-06-27 17:09:00,2013-06-25 05:09:00,annual,500
15549,5334,2015-05-20 02:16:00,2014-05-17 14:16:00,annual,500
15575,5335,2015-07-01 08:10:00,2014-06-28 20:10:00,annual,500
15609,5336,2015-08-10 04:12:00,2014-08-07 16:12:00,annual,500
15620,5337,2015-08-10 18:10:00,2014-08-08 06:10:00,annual,500
15646,5338,2014-12-20 12:40:00,2014-11-21 18:51:00,monthly,50
15660,5339,2015-07-31 15:37:00,2014-07-29 03:37:00,annual,500
15685,5340,2015-07-21 20:34:00,2014-07-19 08:34:00,annual,500
15698,5341,2015-07-22 05:58:00,2014-07-19 17:58:00,annual,500
15723,5342,2015-08-01 05:45:00,2014-07-29 17:45:00,annual,500
15734,5343,2015-07-28 21:47:00,2014-07-26 09:47:00,annual,500
15755,5344,2015-07-24 06:56:00,2014-07-21 18:56:00,annual,500
15764,5345,2015-07-24 14:47:00,2014-07-22 02:47:00,annual,500
15779,5346,2015-08-10 21:00:00,2014-08-08 09:00:00,annual,500
15790,5347,2015-08-01 17:30:00,2014-07-30 05:30:00,annual,500
15806,5348,2015-08-02 00:18:00,2014-07-30 12:18:00,annual,500
15817,5349,2015-08-02 02:55:00,2014-07-30 14:55:00,annual,500
15827,5350,2015-08-02 05:06:00,2014-07-30 17:06:00,annual,500
15850,5351,2015-08-03 00:37:00,2014-07-31 12:37:00,annual,500
15856,5352,2015-08-03 01:39:00,2014-07-31 13:39:00,annual,500
15884,5353,2015-08-03 08:56:00,2014-07-31 20:56:00,annual,500
15903,5354,2015-03-06 18:31:00,2014-03-04 06:31:00,annual,500
23355,5355,2011-11-25 04:31:00,2011-05-25 04:31:00,monthly,50
23368,5356,2011-12-08 13:30:00,2011-06-08 13:30:00,monthly,50
23386,5357,2011-11-15 04:36:00,2011-06-15 04:36:00,monthly,50
23397,5358,2011-12-19 14:44:00,2011-06-19 14:44:00,monthly,50
23405,5359,2011-08-23 13:51:00,2011-06-23 13:51:00,monthly,50
23420,5360,2011-10-16 18:21:00,2011-08-16 18:21:00,monthly,50
23429,5361,2011-08-30 04:36:00,2011-06-30 04:36:00,monthly,50
23445,5362,2011-09-05 17:41:00,2011-07-05 17:41:00,monthly,50
23467,5363,2011-11-08 16:03:00,2011-09-08 16:06:00,monthly,50
23482,2501,2011-08-26 10:54:00,2011-06-26 10:54:00,monthly,50
23493,5364,2011-12-08 17:42:00,2011-05-08 17:42:00,monthly,50
23498,5365,2011-11-30 11:49:00,2011-08-31 11:49:00,monthly,50
23523,5366,2012-04-26 05:30:00,2011-11-26 05:30:00,monthly,50
23539,5367,2011-10-18 23:07:00,2011-08-18 23:07:00,monthly,50
23567,5368,2011-12-19 00:05:00,2011-11-19 00:05:00,monthly,50
23575,5369,2011-12-19 00:09:00,2011-11-19 00:09:00,monthly,50
23600,5370,2011-10-11 01:53:00,2011-07-11 01:53:00,monthly,50
23633,5372,2012-02-17 05:33:00,2011-11-17 05:33:00,monthly,50
23653,5373,2014-01-05 17:26:00,2012-01-05 17:26:00,annual,500
23668,5374,2012-02-27 19:42:00,2011-11-27 19:42:00,monthly,50
23690,5375,2012-09-28 00:00:00,2012-03-28 00:00:00,monthly,50
23711,5376,2012-11-06 22:14:00,2012-07-06 22:14:00,monthly,50
23717,5377,2014-01-18 20:51:00,2012-01-18 20:51:00,annual,500
