Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"62747","2019-11-06 02:52:34","1","83","<machine-learning><neural-network><cnn><rnn>","1",""
"62748","2019-11-06 04:55:53","0","42","<deep-learning><nlp><natural-language-process><databases><deep-network>","0",""
"62749","2019-11-06 05:12:15","0","92","<random-forest><decision-trees><overfitting>","1",""
"62753","2019-11-06 08:29:42","0","24","<deep-learning><tensorflow><reinforcement-learning><optimization><openai-gym>","0",""
"62755","2019-11-06 09:04:16","0","41","<classification><scikit-learn><loss-function>","0",""
"62756","2019-11-06 09:17:33","0","12","<machine-learning><classification><implementation>","0",""
"62759","2019-11-06 10:06:51","0","567","<cnn><class-imbalance><smote>","1",""
"62762","2019-11-06 11:03:14","0","63","<deep-learning><reinforcement-learning><dqn><actor-critic><monte-carlo>","1",""
"62764","2019-11-06 11:28:50","0","27","<neural-network><deep-learning><algorithms><loss-function>","0","1"
"48717","2019-04-05 21:29:58","3","404","<neural-network><time-series><lstm><rnn><feature-engineering>","1",""
"48718","2019-04-05 21:30:26","2","3204","<gpu><linux>","1","1"
"48722","2019-04-05 23:41:28","0","414","<word2vec><word-embeddings>","1",""
"48723","2019-04-06 00:03:23","2","109","<neural-network><deep-learning><gan>","0",""
"48724","2019-04-06 03:19:02","0","93","<dataset>","1",""
"48726","2019-04-06 05:32:40","1","81","<deep-learning><xgboost>","0",""
"48727","2019-04-06 06:55:14","0","71","<machine-learning><deep-learning><ai>","1","1"
"48731","2019-04-06 10:24:19","0","562","<neural-network><keras><dataset><neural>","1",""
"48736","2019-04-06 10:58:10","0","4829","<keras><lstm><learning-rate>","1",""
"48740","2019-04-06 11:54:29","4","55","<r>","1",""
"48751","2019-04-06 12:47:10","1","36","<python><deep-learning><keras><cnn>","0",""
"48753","2019-04-06 13:15:41","1","47","<machine-learning><python><deep-learning><pandas><data-cleaning>","0",""
"48755","2019-04-06 13:32:54","0","153","<neural-network><keras><dataset>","2",""
"48761","2019-04-06 16:21:18","2","118","<machine-learning><logistic-regression>","2",""
"48988","2019-04-09 18:56:14","1","22","<statistics><preprocessing><scipy>","0","0"
"48990","2019-04-09 19:52:28","0","156","<python><visualization><graphs><matplotlib>","1",""
"48993","2019-04-09 20:04:23","1","155","<classification><svm><optimization><matlab><hyperparameter>","1",""
"48998","2019-04-09 20:51:44","2","1186","<python><scikit-learn><xgboost><hyperparameter-tuning><gridsearchcv>","1",""
"49001","2019-04-09 22:09:56","3","80","<machine-learning><python><r><prediction>","2","0"
"49004","2019-04-10 00:44:52","2","156","<machine-learning><pac-learning><vc-theory>","1",""
"49006","2019-04-10 02:39:27","0","36","<machine-learning><xgboost><training>","2",""
"49010","2019-04-10 04:34:35","0","21","<python><pandas>","1",""
"49012","2019-04-10 05:55:55","2","461","<machine-learning><python><deep-learning><keras><scikit-learn>","1","1"
"49023","2019-04-10 07:27:26","0","526","<machine-learning><python><deep-learning><scikit-learn><matlab>","1",""
"49030","2019-04-10 09:04:50","0","49","<classification><time-series>","1",""
"49031","2019-04-10 09:36:27","-1","23","<machine-learning><data-mining><statistics>","1",""
"44941","2019-02-01 20:39:46","2","319","<python><scikit-learn><random-forest><apache-spark><pyspark>","0",""
"44944","2019-02-01 21:54:18","1","70","<machine-learning><algorithms><boosting>","2",""
"44947","2019-02-01 23:10:17","2","55","<predictive-modeling><machine-learning-model>","2",""
"44948","2019-02-01 23:21:38","1","99","<linear-regression><gradient-descent>","1","1"
"44949","2019-02-02 00:03:59","1","34","<terminology>","1",""
"44950","2019-02-02 03:23:13","1","408","<machine-learning><scikit-learn><cross-validation>","0","1"
"44952","2019-02-02 03:56:58","1","68","<neural-network><ann>","0","1"
"44953","2019-02-02 05:42:13","1","74","<machine-learning><linear-algebra>","0",""
"44961","2019-02-02 08:36:54","0","22","<machine-learning><time-series><rnn><forecast><forecasting>","1",""
"44966","2019-02-02 11:53:50","1","120","<neural-network><keras><time-series><recurrent-neural-net><sequence-to-sequence>","0",""
"57504","2019-08-13 15:40:14","0","17","<cnn><training><convolution>","0",""
"57505","2019-08-13 16:17:51","0","67","<machine-learning><python><machine-learning-model>","2",""
"54350","2019-06-23 22:40:50","0","96","<r><clustering><matrix>","0",""
"54351","2019-06-23 23:30:22","0","41","<machine-learning><python><time-series><prediction>","1",""
"54352","2019-06-23 23:38:37","0","75","<predictive-modeling>","3","1"
"54353","2019-06-24 00:09:51","0","14","<cnn><plotting><matplotlib>","0",""
"54359","2019-06-24 01:50:48","0","77","<deep-learning><lstm><finance>","0",""
"54363","2019-06-24 04:33:38","0","31","<representation>","1",""
"54364","2019-06-24 06:09:15","0","38","<machine-learning><python><neural-network><backpropagation>","1",""
"54366","2019-06-24 06:38:54","0","22","<nlp><word-embeddings>","0",""
"54367","2019-06-24 07:31:58","0","30","<machine-learning><python><deep-learning><nlp><autoencoder>","0",""
"54369","2019-06-24 08:31:54","2","134","<machine-learning><deep-learning><supervised-learning><gan>","1",""
"54370","2019-06-24 08:41:17","1","42","<text-mining><natural-language-process><sentiment-analysis>","1",""
"54374","2019-06-24 09:33:19","1","1844","<python><time-series><excel>","1",""
"54375","2019-06-24 09:38:16","0","13","<machine-learning><convergence><weight-initialization>","0",""
"54377","2019-06-24 09:53:27","2","131","<machine-learning><python><data-mining><numpy><normalization>","1","2"
"54379","2019-06-24 10:02:17","0","104","<deep-learning><keras><loss-function><metric>","1",""
"54380","2019-06-24 10:26:54","0","12","<deep-learning><lstm><rnn>","0",""
"54381","2019-06-24 10:50:18","4","142","<word2vec><word-embeddings>","1",""
"54382","2019-06-24 11:11:44","1","40","<dataset><csv><matrix>","2","0"
"54384","2019-06-24 11:43:35","5","88","<machine-learning><categorical-data><beginner><encoding><k-nn>","1","1"
"54386","2019-06-24 11:55:07","0","115","<python><neural-network><deep-learning><keras>","1",""
"54387","2019-06-24 12:32:22","0","79","<r><clustering><k-means><plotting>","3",""
"54388","2019-06-24 12:42:28","0","30","<nlp><pytorch><transfer-learning><bert>","0",""
"54390","2019-06-24 13:06:49","2","1484","<features>","2",""
"54398","2019-06-24 15:12:48","0","81","<cnn>","0",""
"54400","2019-06-24 15:30:27","0","29","<r><ensemble-modeling>","0",""
"54401","2019-06-24 15:32:22","0","119","<machine-learning><neural-network><dataset><cnn><convolution>","1",""
"54402","2019-06-24 15:32:44","0","24","<python><tensorflow>","2",""
"54407","2019-06-24 16:57:57","0","124","<visualization><machine-learning-model><data-science-model>","1",""
"54409","2019-06-24 19:16:13","1","156","<machine-learning><neural-network><data-science-model>","2",""
"54624","2019-06-27 14:48:21","0","27","<r><time-series><machine-learning-model><forecasting>","0",""
"54625","2019-06-27 14:59:24","0","28","<machine-learning><regression><logistic-regression><cross-validation><training>","0",""
"54626","2019-06-27 15:20:43","1","22","<neural-network><deep-learning><keras><cnn><gan>","0",""
"54628","2019-06-27 15:29:59","1","85","<machine-learning><classification><performance>","1",""
"54629","2019-06-27 15:42:55","1","94","<machine-learning><python><keras><training><plotting>","1",""
"54630","2019-06-27 15:44:03","1","56","<classification><time-series><lstm><survival-analysis>","0",""
"54631","2019-06-27 16:01:41","0","120","<regression><accuracy><error-handling>","0",""
"54633","2019-06-27 16:12:46","0","526","<dataset><statistics><visualization><k-means><normalization>","2",""
"54634","2019-06-27 17:21:49","0","12","<image>","0",""
"54635","2019-06-27 17:28:48","0","25","<machine-learning><data-mining><linear-regression><scraping>","1",""
"54636","2019-06-27 17:29:43","0","71","<python><keras><regression><cnn>","0",""
"54637","2019-06-27 18:29:10","0","128","<machine-learning><classification><logistic-regression><matlab>","0",""
"54640","2019-06-27 18:44:07","1","25","<r><graphs>","0","1"
"54642","2019-06-27 19:41:58","1","45","<classification><dataset>","0","1"
"54643","2019-06-27 20:16:02","0","95","<machine-learning><neural-network><machine-learning-model>","0",""
"54645","2019-06-27 21:29:20","0","17","<machine-learning><python><r><anomaly-detection><forecasting>","0",""
"54647","2019-06-27 22:46:18","0","12","<neural-network><image-classification><image-recognition>","0",""
"54650","2019-06-28 03:36:49","0","16","<machine-learning><time-series><statistics><forecast>","0",""
"54651","2019-06-28 03:54:22","0","75","<classification><data-mining><dataset>","2",""
"54652","2019-06-28 04:23:56","1","100","<gradient-descent><distributed><parallel><mathematics>","0",""
"54654","2019-06-28 05:44:00","0","52","<machine-learning><python><classification><scikit-learn>","1",""
"54656","2019-06-28 06:18:53","0","90","<machine-learning><python><scikit-learn>","0",""
"54657","2019-06-28 06:24:15","0","326","<neural-network><deep-learning><lstm><svm><svr>","2",""
"54663","2019-06-28 07:30:42","2","11","<scikit-learn><svm><feature-extraction><transfer-learning><inception>","0",""
"54664","2019-06-28 07:35:13","3","91","<deep-learning><pca><linear-algebra>","1","1"
"54666","2019-06-28 08:37:43","0","17","<machine-learning><deep-learning><gan>","0",""
"54670","2019-06-28 09:10:13","1","358","<neural-network><deep-learning><keras>","1",""
"54671","2019-06-28 09:14:42","0","104","<deep-learning><nlp><preprocessing><text>","1","1"
"54673","2019-06-28 09:32:45","0","19","<deep-learning><3d-reconstruction>","0",""
"54675","2019-06-28 09:39:51","2","132","<scikit-learn><decision-trees><outlier>","1",""
"54676","2019-06-28 09:40:46","1","107","<jupyter>","1",""
"54678","2019-06-28 09:50:45","0","1224","<deep-learning><keras><tensorflow><loss-function>","0",""
"54680","2019-06-28 10:04:05","0","40","<machine-learning><neural-network><deep-learning><deep-network>","0",""
"54681","2019-06-28 10:34:41","3","230","<python><gan><object-detection><generative-models>","1","2"
"54682","2019-06-28 11:19:06","1","101","<neural-network>","1",""
"54683","2019-06-28 12:00:19","0","301","<deep-learning><tensorflow><loss-function>","0",""
"54684","2019-06-28 12:28:58","4","188","<machine-learning><scikit-learn><regression><decision-trees>","3","2"
"54685","2019-06-28 12:41:15","0","19","<machine-learning><python><neural-network><word2vec>","0","1"
"54686","2019-06-28 13:16:12","0","4129","<python><time-series>","2",""
"54687","2019-06-28 13:22:46","0","14","<python><svm><prediction><probability><sequence>","0",""
"54688","2019-06-28 13:23:38","0","15","<deep-learning><gan><theano><caffe>","0",""
"54689","2019-06-28 13:28:42","0","28","<machine-learning><python><scikit-learn><data-science-model>","3",""
"54690","2019-06-28 13:39:01","1","80","<unbalanced-classes><smote><imbalanced-learn><smotenc>","0","1"
"54692","2019-06-28 14:00:01","0","40","<machine-learning><python><scikit-learn><gensim>","0",""
"54694","2019-06-28 14:06:40","0","33","<keras><dataset>","1","0"
"54698","2019-06-28 14:53:22","1","24","<scikit-learn>","1",""
"54699","2019-06-28 15:20:10","0","24","<machine-learning><data><visualization><sql><powerbi>","0",""
"54701","2019-06-28 15:41:59","1","28","<math><mathematics>","1","1"
"54702","2019-06-28 15:44:13","1","34","<machine-learning><python><classification><regression><machine-learning-model>","2",""
"54705","2019-06-28 16:11:56","0","16","<text-mining><matlab><missing-data>","0","1"
"54707","2019-06-28 16:51:31","2","115","<machine-learning><nlp>","2",""
"54708","2019-06-28 17:01:25","1","82","<reinforcement-learning>","1",""
"54711","2019-06-28 18:13:11","1","18","<python><nlp>","0",""
"54719","2019-06-28 20:33:51","0","68","<aws><sagemaker>","0",""
"54721","2019-06-28 20:59:53","0","24","<reinforcement-learning><markov-process>","1",""
"54723","2019-06-28 22:20:32","1","40","<machine-learning><nlp><text-mining>","1",""
"54726","2019-06-28 23:19:53","2","31","<machine-learning><deep-learning><time-series><algorithms><supervised-learning>","0","1"
"54727","2019-06-29 00:08:45","0","26","<cnn><feature-map>","1",""
"54731","2019-06-29 04:40:54","2","79","<neural-network>","1",""
"63094","2019-11-13 15:22:02","0","25","<random-forest><distance>","0",""
"63095","2019-11-13 15:27:25","-1","51","<machine-learning><neural-network><deep-learning><data-science-model><activation-function>","2",""
"63099","2019-11-13 16:06:41","1","93","<scikit-learn><logistic-regression><gradient-descent><online-learning>","1",""
"63101","2019-11-13 16:14:23","11","6806","<jupyter>","4","2"
"63107","2019-11-13 18:23:44","2","80","<deep-learning><gradient-descent><linear-algebra><books>","1",""
"63108","2019-11-13 18:27:55","1","39","<machine-learning><python><keras><image-preprocessing><opencv>","2",""
"63113","2019-11-13 20:26:57","0","22","<deep-learning><cnn><image-classification><unsupervised-learning><supervised-learning>","0",""
"63114","2019-11-13 23:05:44","0","12","<machine-learning><python><databases>","0",""
"63116","2019-11-13 23:39:57","2","560","<keras><cnn>","1","0"
"63118","2019-11-14 00:39:36","1","42","<neural-network><deep-learning><cnn><image-classification><computer-vision>","1",""
"63120","2019-11-14 00:53:06","0","84","<tsne>","1",""
"63124","2019-11-14 03:29:42","1","85","<nlp><natural-language-process><bert><language-model>","1",""
"63125","2019-11-14 03:31:51","2","34","<feature-selection><random-forest>","0",""
"63126","2019-11-14 04:19:43","1","188","<machine-learning><outlier>","1",""
"63129","2019-11-14 06:25:07","3","328","<python><scikit-learn><hyperparameter-tuning>","3",""
"63130","2019-11-14 06:36:41","1","51","<lstm><autoencoder><chatbot>","0",""
"63131","2019-11-14 06:41:13","0","19","<keras><autoencoder>","0",""
"54252","2019-06-21 20:49:06","0","45","<tensorflow>","0",""
"54257","2019-06-21 22:02:45","1","34","<nlp><dataset>","2",""
"54258","2019-06-21 22:35:56","2","2911","<keras><cnn><activation-function>","1",""
"54259","2019-06-21 22:44:19","0","22","<statistics>","2",""
"54260","2019-06-21 23:44:48","2","681","<scikit-learn><preprocessing>","3","1"
"54263","2019-06-22 00:24:56","0","41","<machine-learning>","1",""
"54266","2019-06-22 02:05:39","0","12","<natural-language-process><search><vector-space-models><ngrams>","0",""
"54270","2019-06-22 06:03:31","1","41","<time-series>","0",""
"54273","2019-06-22 07:49:47","5","186","<python><keras><convnet>","3","1"
"54277","2019-06-22 08:23:30","1","323","<machine-learning><reinforcement-learning><q-learning>","2",""
"54278","2019-06-22 08:51:28","0","24","<machine-learning><neural-network><classification><dataset><matlab>","0",""
"54279","2019-06-22 09:04:54","1","82","<machine-learning><data-mining><machine-learning-model>","0",""
"54280","2019-06-22 09:33:57","1","706","<machine-learning><scikit-learn><collinearity>","2",""
"54281","2019-06-22 10:32:55","3","133","<machine-learning><svm><regularization><hinge-loss>","2",""
"54288","2019-06-22 13:11:58","0","128","<classification><keras><predictive-modeling><lstm><multiclass-classification>","2",""
"54289","2019-06-22 13:51:39","4","175","<scikit-learn><linear-regression>","3","2"
"54292","2019-06-22 14:12:40","1","436","<neural-network><autoencoder><dimensionality-reduction>","1",""
"54293","2019-06-22 15:08:00","1","130","<neural-network><deep-learning><keras><convnet><image-classification>","1",""
"54296","2019-06-22 16:48:46","6","1698","<normalization>","4","3"
"54306","2019-06-22 19:34:13","0","1141","<deep-learning><keras><cnn><object-detection><transfer-learning>","0",""
"54307","2019-06-22 20:22:13","0","51","<machine-learning><keras><game>","0",""
"54313","2019-06-23 01:25:13","0","372","<neural-network><distribution><gaussian><openai-gym><actor-critic>","1",""
"57819","2019-08-19 17:53:22","2","44","<machine-learning><lstm><bert>","0",""
"57821","2019-08-19 19:16:49","4","91","<neural-network><keras><tensorflow>","2","1"
"57830","2019-08-20 02:39:57","0","16","<python><scikit-learn><algorithms><model-selection>","0",""
"57832","2019-08-20 04:04:07","1","25","<reinforcement-learning><dqn><image><image-size>","1",""
"57834","2019-08-20 05:20:10","1","26","<classification><random-forest><logistic-regression><data-science-model><tfidf>","1","1"
"57835","2019-08-20 05:37:31","0","46","<dataset><linear-regression>","4",""
"57839","2019-08-20 06:40:50","0","99","<machine-learning><neural-network><deep-learning>","1",""
"57840","2019-08-20 06:41:15","3","401","<r><feature-engineering>","0","1"
"57841","2019-08-20 06:44:54","6","95","<machine-learning><python><unbalanced-classes><class-imbalance><imbalanced-learn>","2",""
"57850","2019-08-20 08:31:20","0","44","<matlab><explainable-ai>","0",""
"57851","2019-08-20 08:36:15","0","21","<dataset><data-cleaning><training>","1",""
"57852","2019-08-20 08:43:49","2","51","<classification><cnn><lstm>","0","1"
"57853","2019-08-20 08:50:35","1","1230","<python><matplotlib>","2",""
"57857","2019-08-20 09:24:47","0","36","<data-cleaning>","1",""
"57861","2019-08-20 09:55:10","2","146","<nlp>","3",""
"57863","2019-08-20 10:44:09","0","936","<scikit-learn><svm>","1","1"
"57866","2019-08-20 11:17:40","2","79","<classification><scikit-learn><boosting>","1",""
"57875","2019-08-20 12:29:20","1","32","<machine-learning><topic-model><lda><gensim>","1","2"
"57876","2019-08-20 12:32:45","0","131","<python><pandas><matlab><matplotlib>","1",""
"57878","2019-08-20 13:18:53","2","319","<machine-learning><python><tensorflow>","1",""
"57879","2019-08-20 13:37:53","0","24","<pandas><apache-hadoop><pyspark><sql>","0",""
"57882","2019-08-20 14:03:49","2","463","<training><class-imbalance>","2",""
"57883","2019-08-20 14:11:34","2","36","<keras><tensorflow><accuracy><epochs>","1",""
"57889","2019-08-20 15:18:15","0","14","<machine-learning><image-classification><gan><image-preprocessing>","0",""
"57890","2019-08-20 15:24:24","1","29","<nlp><text-mining><tfidf>","1",""
"57895","2019-08-20 16:14:56","0","17","<machine-learning><machine-learning-model><unsupervised-learning><supervised-learning><semi-supervised-learning>","0",""
"57898","2019-08-20 16:35:31","0","16","<machine-learning><logistic-regression><data-analysis>","0",""
"57899","2019-08-20 16:58:01","0","12","<machine-learning><recommender-system><matrix-factorisation>","0",""
"57900","2019-08-20 17:52:26","1","80","<machine-learning><bigdata><sequential-pattern-mining>","0",""
"57902","2019-08-20 18:27:44","1","359","<classification><cross-validation><class-imbalance>","1",""
"57905","2019-08-20 20:05:07","4","1807","<classification><decision-trees><xgboost><boosting>","1","2"
"57696","2019-08-17 00:51:10","1","24","<machine-learning><active-learning>","2",""
"57697","2019-08-17 01:26:33","3","82","<scikit-learn><feature-selection><decision-trees>","2","0"
"57699","2019-08-17 04:03:02","0","8","<bayesian>","0",""
"57700","2019-08-17 05:08:19","0","101","<time-series>","1",""
"57701","2019-08-17 05:16:24","3","433","<cross-validation><kaggle>","3",""
"57702","2019-08-17 06:37:43","0","13","<time-series>","0",""
"57704","2019-08-17 07:16:18","0","30","<machine-learning><neural-network><rnn><recurrent-neural-net>","1",""
"57705","2019-08-17 07:18:53","1","12","<dataset><data-science-model><smote><multi-instance-learning>","1",""
"63170","2019-11-14 19:42:51","0","15","<machine-learning><neural-network><keras><tensorflow><image-recognition>","0",""
"63171","2019-11-14 19:46:38","0","7","<variance>","0",""
"63172","2019-11-14 19:53:25","1","22","<machine-learning><k-nn><javascript>","1",""
"63173","2019-11-14 22:12:42","0","11","<rstudio>","0",""
"63174","2019-11-14 22:16:52","1","44","<python><scikit-learn><decision-trees>","1",""
"63176","2019-11-15 00:04:16","0","11","<statistics><sampling>","0",""
"63178","2019-11-15 00:45:46","0","19","<orange><orange3>","0",""
"63179","2019-11-15 02:17:48","0","48","<backpropagation>","0",""
"63181","2019-11-15 02:33:00","0","38","<keras><dataset><data-cleaning><image-recognition><image-preprocessing>","0",""
"63183","2019-11-15 04:13:56","1","14","<ab-test>","0","1"
"63184","2019-11-15 06:08:38","1","17","<deep-learning><keras><epochs>","1",""
"63185","2019-11-15 07:03:21","0","73","<scikit-learn><feature-selection><xgboost>","1",""
"63186","2019-11-15 07:25:59","1","1495","<python><neural-network><deep-learning><optimization><loss-function>","2","1"
"57940","2019-08-21 08:53:48","0","33","<neural-network><deep-learning><lstm><recurrent-neural-net>","1",""
"57941","2019-08-21 09:19:58","0","23","<r>","0",""
"57945","2019-08-21 09:49:14","0","233","<scikit-learn><grid-search><gridsearchcv>","1",""
"57947","2019-08-21 10:15:52","0","109","<machine-learning><deep-learning><nlp><cnn><rnn>","1","2"
"57948","2019-08-21 10:40:45","0","71","<python><markov-process><markov-hidden-model><expectation-maximization>","0",""
"57949","2019-08-21 10:51:21","0","14","<neural-network><deep-learning><keras><audio-recognition>","0",""
"57952","2019-08-21 11:28:02","2","252","<deep-learning><convnet><visualization><pytorch>","1",""
"57953","2019-08-21 11:30:23","0","266","<machine-learning><python><classification><normalization>","4",""
"57961","2019-08-21 13:28:43","1","16","<keras><nlp><image-recognition><object-detection><text>","0",""
"57963","2019-08-21 14:05:46","0","1609","<python><computer-vision><pytorch><image>","1",""
"57971","2019-08-21 15:29:05","0","60","<machine-learning>","2",""
"57974","2019-08-21 16:15:24","1","684","<machine-learning><algorithms><optimization>","1",""
"57976","2019-08-21 16:51:40","3","42","<python><regression>","1",""
"57977","2019-08-21 17:40:22","4","172","<python><topic-model><lda><gensim>","0","1"
"57978","2019-08-21 17:59:44","0","38","<orange><orange3>","0",""
"57979","2019-08-21 18:21:07","0","163","<machine-learning><coursera>","1",""
"57982","2019-08-21 19:07:33","1","16","<deep-learning>","0",""
"57984","2019-08-21 20:42:17","0","180","<neural-network><tensorflow><multilabel-classification>","1",""
"57987","2019-08-22 02:38:27","1","70","<neural-network><batch-normalization>","0",""
"57988","2019-08-22 03:09:14","0","42","<deep-learning><nlp><chatbot>","1",""
"57990","2019-08-22 06:07:05","0","52","<machine-learning><svm>","2",""
"57991","2019-08-22 06:10:48","0","25","<feature-selection><feature-extraction><pca><dimensionality-reduction>","0","1"
"57994","2019-08-22 06:57:33","0","49","<neural-network><deep-learning><anomaly-detection>","1",""
"57996","2019-08-22 07:44:12","0","71","<neural-network><keras>","1",""
"58000","2019-08-22 08:29:09","2","1107","<scikit-learn><svm><supervised-learning><model-selection>","1","1"
"58002","2019-08-22 09:03:15","3","97","<xgboost>","1",""
"58003","2019-08-22 09:03:18","1","60","<tensorflow><word2vec><word-embeddings>","1",""
"58006","2019-08-22 09:41:00","1","253","<statistics><distribution><scipy>","2","3"
"58008","2019-08-22 10:00:40","0","150","<scikit-learn><pandas><evaluation><class-imbalance><metric>","1",""
"58009","2019-08-22 10:02:08","1","504","<arima>","1",""
"58014","2019-08-22 11:44:39","0","25","<time-series>","0",""
"58020","2019-08-22 14:16:17","3","88","<machine-learning>","4","1"
"58021","2019-08-22 14:18:53","1","37","<naive-bayes-classifier><metric><smote><imbalanced-learn>","0",""
"58022","2019-08-22 14:32:28","0","39","<neural-network><deep-learning><cnn><image-classification>","0",""
"58026","2019-08-22 14:55:57","3","137","<machine-learning><neural-network><backpropagation>","4","1"
"58027","2019-08-22 15:01:57","0","33","<time-series><pandas><statistics>","1",""
"48764","2019-04-06 17:15:13","1","1792","<classification><keras><lstm><binary><neural>","0","1"
"48767","2019-04-06 17:42:12","1","237","<classification><svm><matlab><hyperparameter>","0",""
"48775","2019-04-06 20:20:01","1","487","<time-series><lstm><preprocessing><forecasting>","1","1"
"48776","2019-04-06 22:39:19","0","53","<python><deep-learning><convolution><numpy>","1",""
"48780","2019-04-07 04:21:53","-1","1173","<machine-learning><linear-regression>","2",""
"48784","2019-04-07 05:50:02","0","234","<machine-learning><neural-network><prediction><machine-learning-model>","1",""
"48788","2019-04-07 06:56:55","5","147","<machine-learning><supervised-learning><prediction>","3",""
"48789","2019-04-07 07:37:38","1","24","<decision-trees>","0",""
"48796","2019-04-07 08:04:54","19","8590","<keras><lstm>","2","10"
"48797","2019-04-07 09:03:07","0","72","<python><neural-network><keras>","0",""
"48798","2019-04-07 09:12:08","0","41","<python>","1",""
"48801","2019-04-07 10:10:50","1","101","<machine-learning><time-series><predictive-modeling><probability><markov-process>","1",""
"48821","2019-04-07 12:10:33","6","188","<neural-network><cnn><lstm><training><class-imbalance>","2","2"
"48825","2019-04-07 16:09:16","2","466","<optimization><gradient-descent><loss-function>","0",""
"48828","2019-04-07 18:06:59","1","20","<machine-learning><cnn><convnet><evolutionary-algorithms>","0",""
"48832","2019-04-07 18:57:42","0","121","<keras><nlp><cnn>","1",""
"48834","2019-04-07 19:19:21","0","138","<machine-learning><dataset><perceptron>","0",""
"48837","2019-04-07 22:11:49","2","2600","<keras><tensorflow><cnn>","1",""
"48838","2019-04-07 23:23:24","0","42","<regression><linear-regression><matrix-factorisation><matrix>","0",""
"48842","2019-04-08 00:35:33","4","74","<machine-learning><theory><pac-learning>","1","1"
"48846","2019-04-08 04:03:25","-2","70","<clustering><unsupervised-learning>","1",""
"48848","2019-04-08 05:19:33","0","3299","<python>","1",""
"48850","2019-04-08 07:01:21","1","154","<nlp><transfer-learning><bert>","0",""
"48851","2019-04-08 07:29:05","2","161","<machine-learning><neural-network><keras><lstm>","0",""
"49032","2019-04-10 10:16:35","0","115","<cnn><word2vec><accuracy><sentiment-analysis><gpu>","1",""
"49033","2019-04-10 10:33:43","1","56","<nlp>","1",""
"49034","2019-04-10 10:43:23","0","106","<python>","0",""
"49037","2019-04-10 12:04:03","1","65","<classification><accuracy><evaluation>","2","1"
"49047","2019-04-10 12:49:24","0","538","<classification><nlp><tfidf>","1",""
"49048","2019-04-10 13:31:38","1","428","<nlp><random-forest><svm><logistic-regression><naive-bayes-classifier>","3","1"
"49054","2019-04-10 13:58:00","0","34","<feature-selection><svm><overfitting><model-selection>","1","0"
"49056","2019-04-10 14:00:38","0","56","<scikit-learn><predictive-modeling><pandas><multiclass-classification>","0","0"
"49060","2019-04-10 14:45:03","3","152","<machine-learning><statistics><visualization><data-cleaning><data-analysis>","2",""
"49069","2019-04-10 18:17:30","2","171","<convnet><beginner><data-augmentation>","1",""
"49071","2019-04-10 19:08:00","3","31","<keras><scikit-learn><optimization><theory>","1",""
"49072","2019-04-10 19:30:43","2","41","<time-series><data-analysis>","1",""
"49074","2019-04-10 20:00:55","0","199","<python><scikit-learn>","2",""
"49076","2019-04-10 20:17:19","0","216","<machine-learning><linear-regression><logistic-regression><distribution>","1",""
"49078","2019-04-10 20:40:52","1","168","<deep-learning><nlp><rnn><reinforcement-learning><policy-gradients>","1",""
"49082","2019-04-10 21:56:58","2","38","<machine-learning><neural-network><deep-learning>","1",""
"49084","2019-04-10 23:31:57","0","3674","<python><pandas><data-science-model>","1",""
"49086","2019-04-11 00:49:49","0","101","<machine-learning><transfer-learning><domain-adaptation>","1",""
"49088","2019-04-11 01:26:24","5","176","<machine-learning><feature-engineering><data-science-model>","1",""
"49089","2019-04-11 02:19:17","1","39","<matplotlib><historgram>","1",""
"49094","2019-04-11 05:23:28","2","6184","<csv>","1","2"
"49095","2019-04-11 05:53:52","1","1007","<machine-learning><python>","2","1"
"49096","2019-04-11 06:32:20","0","105","<dataset><data><terminology><definitions>","2",""
"49103","2019-04-11 07:57:59","0","1083","<keras><lstm><regularization><activation-function>","0",""
"49104","2019-04-11 07:59:28","0","77","<r><databases><excel>","4","1"
"49105","2019-04-11 08:32:30","0","900","<machine-learning><data-mining><bigdata><decision-trees><chatbot>","0","1"
"49106","2019-04-11 08:40:15","0","207","<python><neural-network><keras><word-embeddings>","0",""
"49108","2019-04-11 09:26:29","0","194","<python><pandas><regex>","2",""
"49109","2019-04-11 09:30:05","3","1930","<keras><lstm><loss-function><accuracy>","2",""
"62926","2019-11-09 19:44:14","0","30","<pandas><dataframe>","1",""
"62928","2019-11-09 20:36:06","2","59","<overfitting><regularization><noise>","2",""
"62929","2019-11-09 20:40:54","1","98","<reinforcement-learning>","0",""
"62930","2019-11-09 21:00:16","0","111","<machine-learning><classification><random-forest>","1",""
"62932","2019-11-09 21:50:14","2","51","<classification><data-mining><statistics><data><data-analysis>","1",""
"62934","2019-11-09 22:28:21","1","271","<pandas><dataframe>","3",""
"62940","2019-11-10 01:58:13","0","20","<regression><error-handling>","0",""
"62941","2019-11-10 02:06:34","2","87","<classification><loss-function>","2",""
"62945","2019-11-10 08:13:33","1","199","<machine-learning><prediction><graphs>","1",""
"62949","2019-11-10 11:50:39","0","106","<machine-learning><r>","1",""
"62951","2019-11-10 11:54:30","0","59","<cnn><batch-normalization><inceptionresnetv2>","0",""
"62953","2019-11-10 12:28:30","0","16","<python><pandas><geospatial>","1",""
"62958","2019-11-10 17:12:30","0","346","<statistics><distribution>","2",""
"62959","2019-11-10 17:17:19","0","18","<machine-learning><lda>","0",""
