PRODUCT,DRAW NUMBER,SEQUENCE NUMBER,DRAW DATE,NUMBER DRAWN 1,NUMBER DRAWN 2,NUMBER DRAWN 3,NUMBER DRAWN 4,NUMBER DRAWN 5,NUMBER DRAWN 6,BONUS NUMBER
649,510,0,12/10/1988,8,16,22,31,32,39,43
649,511,0,12/14/1988,6,23,24,26,33,36,41
649,512,0,12/17/1988,4,15,19,20,36,48,16
649,513,0,12/21/1988,3,10,20,30,44,49,43
649,514,0,12/24/1988,23,31,34,45,47,48,7
649,515,0,12/28/1988,1,8,17,20,32,44,16
649,516,0,12/31/1988,3,25,28,29,35,47,16
649,517,0,1/4/1989,1,13,14,45,46,48,27
649,518,0,1/7/1989,4,14,28,32,33,44,12
649,519,0,1/11/1989,11,17,20,31,33,35,22
649,520,0,1/14/1989,14,21,34,40,44,47,15
649,521,0,1/18/1989,6,9,14,16,19,28,26
649,522,0,1/21/1989,10,25,29,31,39,49,43
649,523,0,1/25/1989,7,9,11,24,31,49,1
649,524,0,1/28/1989,3,7,19,23,26,35,39
649,525,0,2/1/1989,1,4,11,16,23,33,41
649,526,0,2/4/1989,6,19,22,28,32,38,34
649,527,0,2/8/1989,8,10,11,27,31,43,26
649,528,0,2/11/1989,6,9,11,17,20,27,43
649,529,0,2/15/1989,1,30,36,37,38,40,2
649,530,0,2/18/1989,2,18,31,33,35,37,41
649,531,0,2/22/1989,2,6,14,28,44,47,15
649,532,0,2/25/1989,4,11,27,31,36,49,21
649,533,0,3/1/1989,11,18,23,33,47,49,46
649,534,0,3/4/1989,8,15,22,36,41,42,9
649,535,0,3/8/1989,13,21,30,37,43,46,40
649,536,0,3/11/1989,1,8,14,19,27,31,30
649,537,0,3/15/1989,7,10,15,18,19,23,36
649,538,0,3/18/1989,6,17,30,34,41,48,47
649,539,0,3/22/1989,6,8,15,32,44,49,3
649,540,0,3/25/1989,9,17,18,32,34,42,33
649,541,0,3/29/1989,1,9,25,34,35,42,48
649,542,0,4/1/1989,2,10,37,40,42,44,30
649,543,0,4/5/1989,18,25,29,32,34,44,3
649,544,0,4/8/1989,5,13,19,27,41,45,29
649,545,0,4/12/1989,10,28,30,37,40,44,21
649,546,0,4/15/1989,5,7,26,28,32,37,12
649,547,0,4/19/1989,6,8,10,37,42,46,41
649,548,0,4/22/1989,3,17,18,28,34,49,12
649,549,0,4/26/1989,4,16,19,23,34,41,11
649,550,0,4/29/1989,2,20,23,25,27,46,18
649,551,0,5/3/1989,7,9,13,26,28,34,14
649,552,0,5/6/1989,4,9,23,25,30,35,46
649,553,0,5/10/1989,18,19,22,36,41,42,13
649,554,0,5/13/1989,10,18,24,32,44,47,38
649,555,0,5/17/1989,12,22,25,32,38,40,31
649,556,0,5/20/1989,6,14,17,19,28,30,29
649,557,0,5/24/1989,4,13,16,32,35,40,25
649,558,0,5/27/1989,1,18,20,26,31,39,35
649,559,0,5/31/1989,1,12,34,42,44,45,49
649,560,0,6/3/1989,2,10,16,27,38,47,29
649,561,0,6/7/1989,14,26,29,33,35,37,8
649,562,0,6/10/1989,10,12,17,33,36,40,2
649,563,0,6/14/1989,6,13,24,30,32,33,35
649,564,0,6/17/1989,18,23,24,25,31,32,3
649,565,0,6/21/1989,1,5,21,29,37,42,19
649,566,0,6/24/1989,6,10,18,26,27,41,4
649,567,0,6/28/1989,2,4,13,16,17,40,41
649,568,0,7/1/1989,3,5,15,16,17,31,2
649,569,0,7/5/1989,1,2,7,14,41,49,21
649,570,0,7/8/1989,10,13,18,28,31,42,35
649,571,0,7/12/1989,1,8,15,25,31,41,47
649,572,0,7/15/1989,12,13,19,20,39,42,47
649,573,0,7/19/1989,14,20,25,33,35,48,27
649,574,0,7/22/1989,9,15,21,34,45,46,5
649,575,0,7/26/1989,1,5,6,9,22,44,46
649,576,0,7/29/1989,8,12,34,38,43,46,36
649,577,0,8/2/1989,5,13,19,26,37,38,42
649,578,0,8/5/1989,3,14,21,28,30,45,48
649,579,0,8/9/1989,13,22,24,34,37,44,47
649,580,0,8/12/1989,3,4,13,21,22,46,7
649,581,0,8/16/1989,9,12,13,32,34,35,47
649,582,0,8/19/1989,6,7,18,27,32,39,34
649,583,0,8/23/1989,5,9,15,17,29,35,7
649,584,0,8/26/1989,4,12,14,32,44,45,33
649,585,0,8/30/1989,11,20,25,30,34,38,48
649,586,0,9/2/1989,1,14,27,42,46,49,8
649,587,0,9/6/1989,13,15,18,37,42,49,33
649,588,0,9/9/1989,18,22,39,40,43,47,48
649,589,0,9/13/1989,3,7,15,17,41,43,33
649,590,0,9/16/1989,4,6,11,17,27,44,41
649,591,0,9/20/1989,1,13,21,31,36,48,26
649,592,0,9/23/1989,3,6,7,19,27,32,20
649,593,0,9/27/1989,1,16,20,21,25,33,45
649,594,0,9/30/1989,5,20,26,39,45,46,43
649,595,0,10/4/1989,7,9,10,40,44,48,29
649,596,0,10/7/1989,2,7,12,15,18,48,42
649,597,0,10/11/1989,1,4,26,27,35,45,29
649,598,0,10/14/1989,1,17,20,37,42,44,38
649,599,0,10/18/1989,1,24,28,40,46,49,39
649,600,0,10/21/1989,20,26,29,33,40,45,38
649,601,0,10/25/1989,4,21,24,32,34,47,25
649,602,0,10/28/1989,1,14,28,36,47,49,43
649,603,0,11/1/1989,14,16,20,22,34,42,39
649,604,0,11/4/1989,4,17,26,33,43,49,25
649,605,0,11/8/1989,9,17,28,36,44,46,2
649,606,0,11/11/1989,9,16,18,25,37,47,35
649,607,0,11/15/1989,2,20,27,29,41,43,16
649,608,0,11/18/1989,17,20,34,39,41,49,24
649,609,0,11/22/1989,6,7,18,21,24,32,31
649,610,0,11/25/1989,5,7,19,24,37,41,39
649,611,0,11/29/1989,2,14,37,42,44,48,46
649,612,0,12/2/1989,5,8,25,42,43,45,26
649,613,0,12/6/1989,20,24,32,36,41,43,30
649,614,0,12/9/1989,10,16,31,42,47,49,48
649,615,0,12/13/1989,2,9,22,25,47,49,38
649,616,0,12/16/1989,1,7,15,18,27,40,13
649,617,0,12/20/1989,4,11,17,20,25,49,40
649,618,0,12/23/1989,3,5,10,36,42,45,28
649,619,0,12/27/1989,7,26,28,34,38,47,18
649,620,0,12/30/1989,11,12,26,27,29,34,18
649,621,0,1/3/1990,2,14,40,41,43,46,16
649,622,0,1/6/1990,5,6,21,22,31,33,46
649,623,0,1/10/1990,2,5,33,35,47,49,44
649,624,0,1/13/1990,12,18,22,33,35,44,2
649,625,0,1/17/1990,3,22,27,46,48,49,19
649,626,0,1/20/1990,15,24,36,41,42,46,8
649,627,0,1/24/1990,19,21,24,29,46,48,27
649,628,0,1/27/1990,1,5,6,10,33,49,36
649,629,0,1/31/1990,1,10,11,15,22,29,42
649,630,0,2/3/1990,7,8,11,16,41,47,44
649,631,0,2/7/1990,11,12,28,30,39,48,16
649,632,0,2/10/1990,15,21,24,27,42,47,36
649,633,0,2/14/1990,11,14,25,28,44,47,30
649,634,0,2/17/1990,17,18,21,22,23,45,7
649,635,0,2/21/1990,13,16,21,26,35,46,18
649,636,0,2/24/1990,1,23,26,37,43,49,2
649,637,0,2/28/1990,10,16,32,35,36,42,15
649,638,0,3/3/1990,3,13,28,31,40,44,41
649,639,0,3/7/1990,1,3,14,33,37,49,16
649,640,0,3/10/1990,4,9,22,27,42,45,34
649,641,0,3/14/1990,2,11,30,34,38,44,49
649,642,0,3/17/1990,11,17,28,35,38,40,46
649,643,0,3/21/1990,7,17,34,38,45,46,30
649,644,0,3/24/1990,5,31,33,34,36,38,25
649,645,0,3/28/1990,2,19,20,26,32,37,45
649,646,0,3/31/1990,6,23,25,31,39,41,12
649,647,0,4/4/1990,7,10,31,37,46,49,24
649,648,0,4/7/1990,13,25,38,40,42,47,11
649,649,0,4/11/1990,6,13,31,35,38,40,15
649,650,0,4/14/1990,11,24,39,41,43,45,20
649,651,0,4/18/1990,9,22,24,27,36,46,7
649,652,0,4/21/1990,1,4,8,27,34,40,42
649,653,0,4/25/1990,27,29,30,33,44,45,25
649,654,0,4/28/1990,12,20,22,28,36,43,32
649,655,0,5/2/1990,2,5,11,27,31,43,30
649,656,0,5/5/1990,2,3,7,22,38,48,21
649,657,0,5/9/1990,7,15,16,26,29,47,42
649,658,0,5/12/1990,5,19,21,34,43,49,32
649,659,0,5/16/1990,3,22,23,31,33,47,28
649,660,0,5/19/1990,5,7,20,26,31,36,14
649,661,0,5/23/1990,3,4,13,25,29,41,33
649,662,0,5/26/1990,4,8,9,39,40,46,11
649,663,0,5/30/1990,7,11,17,28,38,42,32
649,664,0,6/2/1990,1,3,30,36,42,43,23
649,665,0,6/6/1990,2,9,16,22,34,40,14
649,666,0,6/9/1990,8,13,25,30,38,39,24
649,667,0,6/13/1990,7,10,37,45,46,47,13
649,668,0,6/16/1990,12,24,35,42,45,47,21
649,669,0,6/20/1990,13,14,19,20,29,47,33
649,670,0,6/23/1990,22,27,32,37,42,47,31
649,671,0,6/27/1990,5,7,12,17,26,47,10
649,672,0,6/30/1990,9,17,21,28,29,30,1
649,673,0,7/4/1990,2,8,11,25,45,47,24
649,674,0,7/7/1990,11,14,15,25,38,42,45
649,675,0,7/11/1990,13,15,16,24,38,40,27
649,676,0,7/14/1990,5,17,27,31,33,48,38
649,677,0,7/18/1990,10,12,18,39,43,49,40
649,678,0,7/21/1990,9,27,28,36,37,46,12
649,679,0,7/25/1990,2,16,28,39,41,46,25
649,680,0,7/28/1990,10,16,26,34,37,43,5
649,681,0,8/1/1990,2,8,13,23,27,44,21
649,682,0,8/4/1990,13,22,26,40,46,49,4
649,683,0,8/8/1990,11,23,29,30,44,49,41
649,684,0,8/11/1990,1,6,21,27,43,49,46
649,685,0,8/15/1990,17,19,20,31,40,44,21
649,686,0,8/18/1990,13,19,41,44,46,48,12
649,687,0,8/22/1990,2,7,12,17,19,23,39
649,688,0,8/25/1990,14,20,25,43,44,46,33
649,689,0,8/29/1990,1,10,16,25,43,48,37
649,690,0,9/1/1990,4,10,17,20,24,39,49
649,691,0,9/5/1990,7,12,37,38,40,46,18
649,692,0,9/8/1990,17,18,21,37,38,39,36
649,693,0,9/12/1990,14,23,29,35,39,47,44
649,694,0,9/15/1990,9,22,30,39,42,45,41
649,695,0,9/19/1990,7,8,10,20,31,49,27
649,696,0,9/22/1990,8,9,17,22,43,45,16
649,697,0,9/26/1990,4,5,7,18,33,42,39
649,698,0,9/29/1990,6,9,12,33,34,48,3
649,699,0,10/3/1990,17,20,36,40,43,47,26
649,700,0,10/6/1990,17,18,32,34,39,46,8
649,701,0,10/10/1990,10,14,34,37,40,49,42
649,702,0,10/13/1990,1,6,8,30,32,44,17
649,703,0,10/17/1990,9,13,14,33,39,40,8
649,704,0,10/20/1990,6,14,15,19,26,28,49
649,705,0,10/24/1990,1,9,14,20,43,48,44
649,706,0,10/27/1990,3,16,18,24,31,44,22
649,707,0,10/31/1990,3,10,14,16,17,39,11
649,708,0,11/3/1990,1,11,16,27,32,49,37
649,709,0,11/7/1990,19,30,32,39,42,49,28
649,710,0,11/10/1990,5,10,19,29,35,42,7
649,711,0,11/14/1990,21,26,29,31,46,47,14
649,712,0,11/17/1990,4,16,24,28,35,46,5
649,713,0,11/21/1990,6,10,20,30,31,39,2
649,714,0,11/24/1990,3,5,13,14,31,40,23
649,715,0,11/28/1990,12,21,28,34,38,39,25
649,716,0,12/1/1990,3,5,14,26,34,41,12
649,717,0,12/5/1990,10,17,22,26,34,45,38
649,718,0,12/8/1990,1,19,21,23,24,46,7
649,719,0,12/12/1990,5,9,23,27,28,39,42
649,720,0,12/15/1990,21,26,29,33,35,43,25
649,721,0,12/19/1990,20,27,34,39,42,47,14
649,722,0,12/22/1990,2,3,13,26,36,38,40
649,723,0,12/26/1990,16,19,25,32,38,47,30
649,724,0,12/29/1990,7,25,28,37,44,48,11
649,725,0,1/2/1991,2,14,19,20,26,49,8
649,726,0,1/5/1991,7,9,21,25,26,46,13
649,727,0,1/9/1991,2,5,9,17,22,38,12
649,728,0,1/12/1991,11,22,24,37,39,49,27
649,729,0,1/16/1991,17,33,34,37,41,47,12
649,730,0,1/19/1991,5,7,10,15,24,29,43
649,731,0,1/23/1991,18,23,29,38,41,44,36
649,732,0,1/26/1991,8,28,30,31,32,35,26
649,733,0,1/30/1991,1,13,17,23,30,40,14
649,734,0,2/2/1991,5,10,16,20,29,42,6
649,735,0,2/6/1991,12,15,17,28,38,43,33
649,736,0,2/9/1991,9,11,21,28,29,37,38
649,737,0,2/13/1991,3,5,23,24,34,47,31
649,738,0,2/16/1991,6,7,23,30,38,45,13
649,739,0,2/20/1991,4,16,18,28,31,38,46
649,740,0,2/23/1991,10,11,17,29,38,47,28
649,741,0,2/27/1991,4,6,18,33,42,44,20
649,742,0,3/2/1991,6,7,12,37,45,48,28
649,743,0,3/6/1991,16,17,23,28,43,49,29
649,744,0,3/9/1991,8,13,22,34,43,45,16
649,745,0,3/13/1991,4,5,15,18,25,41,11
649,746,0,3/16/1991,21,22,29,31,42,47,36
649,747,0,3/20/1991,2,5,6,8,32,46,49
649,748,0,3/23/1991,13,17,22,28,31,41,48
649,749,0,3/27/1991,7,14,17,22,30,47,21
649,750,0,3/30/1991,1,8,18,19,29,33,41
649,751,0,4/3/1991,3,4,9,29,38,47,31
649,752,0,4/6/1991,4,10,19,24,41,45,27
649,753,0,4/10/1991,1,3,7,23,28,42,26
649,754,0,4/13/1991,16,24,26,27,39,45,8
649,755,0,4/17/1991,10,15,22,25,27,40,30
649,756,0,4/20/1991,6,19,25,39,44,47,1
649,757,0,4/24/1991,9,18,22,26,32,36,19
649,758,0,4/27/1991,14,19,20,27,40,45,11
649,759,0,5/1/1991,10,21,35,36,42,44,40
649,760,0,5/4/1991,8,12,25,30,43,49,45
649,761,0,5/8/1991,16,25,30,38,46,48,9
649,762,0,5/11/1991,6,30,31,32,35,47,14
649,763,0,5/15/1991,5,10,27,29,35,45,36
649,764,0,5/18/1991,16,18,20,26,37,38,3
649,765,0,5/22/1991,16,26,30,33,43,49,17
649,766,0,5/25/1991,2,23,28,32,33,47,44
649,767,0,5/29/1991,8,18,20,26,29,37,17
649,768,0,6/1/1991,7,8,13,25,38,44,40
649,769,0,6/5/1991,11,18,26,33,47,49,34
649,770,0,6/8/1991,11,13,26,28,36,41,34
649,771,0,6/12/1991,14,20,32,35,40,41,38
649,772,0,6/15/1991,3,9,17,24,39,43,2
649,773,0,6/19/1991,4,8,30,39,40,45,46
649,774,0,6/22/1991,20,24,35,36,40,45,43
649,775,0,6/26/1991,8,10,17,26,37,41,30
649,776,0,6/29/1991,3,5,10,12,13,40,43
649,777,0,7/3/1991,6,11,15,25,40,46,12
649,778,0,7/6/1991,6,10,32,37,40,48,26
649,779,0,7/10/1991,7,10,23,26,27,32,41
649,780,0,7/13/1991,3,9,24,26,33,47,4
649,781,0,7/17/1991,2,8,9,20,23,43,4
649,782,0,7/20/1991,10,11,22,28,30,33,41
649,783,0,7/24/1991,7,15,19,32,33,34,20
649,784,0,7/27/1991,9,30,31,33,37,43,27
649,785,0,7/31/1991,7,12,14,16,35,39,21
649,786,0,8/3/1991,4,23,25,36,38,43,34
649,787,0,8/7/1991,2,7,11,15,42,49,19
649,788,0,8/10/1991,6,7,19,27,37,45,9
649,789,0,8/14/1991,23,25,28,30,32,49,18
649,790,0,8/17/1991,13,15,18,21,38,44,39
649,791,0,8/21/1991,9,15,17,31,33,34,10
649,792,0,8/24/1991,4,8,9,41,45,47,19
649,793,0,8/28/1991,23,27,33,46,47,49,35
649,794,0,8/31/1991,1,3,6,22,25,39,48
649,795,0,9/4/1991,1,5,6,15,20,22,13
649,796,0,9/7/1991,1,5,18,34,35,37,27
649,797,0,9/11/1991,2,9,19,24,32,41,8
649,798,0,9/14/1991,5,12,21,32,46,47,14
649,799,0,9/18/1991,4,5,27,38,43,45,12
649,800,0,9/21/1991,1,2,7,9,21,42,27
649,801,0,9/25/1991,10,17,23,29,30,43,19
649,802,0,9/28/1991,1,3,24,27,43,45,15
649,803,0,10/2/1991,31,36,40,43,48,49,33
649,804,0,10/5/1991,1,18,36,40,44,47,9
649,805,0,10/9/1991,5,8,17,32,43,44,39
649,806,0,10/12/1991,17,34,39,41,43,47,21
649,807,0,10/16/1991,4,8,10,13,29,43,12
649,808,0,10/19/1991,12,25,36,37,40,42,19
649,809,0,10/23/1991,13,21,27,46,47,48,15
649,810,0,10/26/1991,7,24,32,33,34,35,17
649,811,0,10/30/1991,2,3,18,30,34,40,13
649,812,0,11/2/1991,6,15,35,42,47,48,9
649,813,0,11/6/1991,5,17,25,26,41,42,30
649,814,0,11/9/1991,7,13,17,19,23,39,18
649,815,0,11/13/1991,7,9,17,21,39,49,23
649,816,0,11/16/1991,4,6,20,26,31,33,11
649,817,0,11/20/1991,7,11,13,36,43,44,23
649,818,0,11/23/1991,15,38,43,45,48,49,4
649,819,0,11/27/1991,1,3,4,23,36,38,15
649,820,0,11/30/1991,14,15,24,36,45,46,27
649,821,0,12/4/1991,6,12,23,30,34,43,7
649,822,0,12/7/1991,5,6,33,41,44,49,9
649,823,0,12/11/1991,19,21,32,35,38,47,29
649,824,0,12/14/1991,17,18,20,29,31,43,2
649,825,0,12/18/1991,17,19,28,35,36,42,39
649,826,0,12/21/1991,19,21,22,23,37,45,1
649,827,0,12/25/1991,2,11,25,34,46,49,47
649,828,0,12/28/1991,22,32,35,39,44,46,48
649,829,0,1/1/1992,4,7,16,21,47,48,5
649,830,0,1/4/1992,11,14,38,43,44,46,19
649,831,0,1/8/1992,7,16,20,28,32,41,24
649,832,0,1/11/1992,7,8,23,26,46,48,47
649,833,0,1/15/1992,1,11,20,23,28,32,4
649,834,0,1/18/1992,8,17,25,26,45,46,42
649,835,0,1/22/1992,12,30,40,46,47,49,22
649,836,0,1/25/1992,6,12,18,19,31,47,49
649,837,0,1/29/1992,1,3,7,8,35,44,16
649,838,0,2/1/1992,26,30,32,34,40,47,28
649,839,0,2/5/1992,2,8,12,15,39,49,48
649,840,0,2/8/1992,5,16,17,18,31,38,19
649,841,0,2/12/1992,3,16,18,21,25,48,30
649,842,0,2/15/1992,9,15,22,38,41,45,33
649,843,0,2/19/1992,7,9,10,17,38,44,32
649,844,0,2/22/1992,1,12,20,25,29,43,37
649,845,0,2/26/1992,16,18,27,28,29,31,4
649,846,0,2/29/1992,14,15,26,34,35,42,6
649,847,0,3/4/1992,9,12,21,22,35,44,41
649,848,0,3/7/1992,7,18,21,26,34,36,46
649,849,0,3/11/1992,1,7,28,31,40,44,46
649,850,0,3/14/1992,2,14,16,25,30,33,11
649,851,0,3/18/1992,2,12,24,26,38,42,13
649,852,0,3/21/1992,4,12,13,14,27,28,10
649,853,0,3/25/1992,12,22,29,32,33,36,27
649,854,0,3/28/1992,4,6,15,38,41,48,5
649,855,0,4/1/1992,2,5,24,25,31,35,33
649,856,0,4/4/1992,16,18,26,27,29,34,8
649,857,0,4/8/1992,29,34,35,39,40,43,30
649,858,0,4/11/1992,6,7,8,10,26,38,9
649,859,0,4/15/1992,7,12,19,22,32,48,13
649,860,0,4/18/1992,2,26,31,33,38,40,28
649,861,0,4/22/1992,5,9,22,33,34,48,35
649,862,0,4/25/1992,1,24,26,28,29,32,39
649,863,0,4/29/1992,7,15,28,29,33,41,13
649,864,0,5/2/1992,4,5,6,13,22,40,36
649,865,0,5/6/1992,14,17,21,25,27,39,32
649,866,0,5/9/1992,14,21,25,28,36,37,39
649,867,0,5/13/1992,19,20,25,27,31,38,10
649,868,0,5/16/1992,1,2,15,26,39,49,25
649,869,0,5/20/1992,21,23,31,34,38,44,8
649,870,0,5/23/1992,2,16,18,25,27,45,28
649,871,0,5/27/1992,11,30,32,34,42,44,36
649,872,0,5/30/1992,2,12,19,21,35,49,44
649,873,0,6/3/1992,9,32,34,36,43,49,24
649,874,0,6/6/1992,9,15,16,33,35,41,38
649,875,0,6/10/1992,3,19,29,31,34,42,14
649,876,0,6/13/1992,20,21,32,39,42,43,47
649,877,0,6/17/1992,9,12,17,25,30,35,4
649,878,0,6/20/1992,9,11,32,34,35,48,42
649,879,0,6/24/1992,7,18,21,26,31,37,42
649,880,0,6/27/1992,19,29,30,31,32,36,12
649,881,0,7/1/1992,13,23,29,39,46,47,3
649,882,0,7/4/1992,7,8,24,39,40,46,20
649,883,0,7/8/1992,1,2,3,4,13,48,20
649,884,0,7/11/1992,13,15,18,23,26,46,39
649,885,0,7/15/1992,5,21,30,33,36,41,18
649,886,0,7/18/1992,8,13,23,31,39,41,7
649,887,0,7/22/1992,16,20,22,31,40,43,42
649,888,0,7/25/1992,3,8,12,19,42,44,33
649,889,0,7/29/1992,5,6,7,14,16,46,37
649,890,0,8/1/1992,6,7,21,28,38,39,42
649,891,0,8/5/1992,1,2,12,20,21,47,42
649,892,0,8/8/1992,15,27,30,31,34,43,12
649,893,0,8/12/1992,3,4,20,22,33,46,19
649,894,0,8/15/1992,16,21,25,26,38,47,24
649,895,0,8/19/1992,9,10,21,28,30,41,1
649,896,0,8/22/1992,6,14,23,29,44,48,13
649,897,0,8/26/1992,4,13,26,35,41,46,6
649,898,0,8/29/1992,3,9,18,32,41,47,30
649,899,0,9/2/1992,1,15,32,35,38,49,14
649,900,0,9/5/1992,11,14,16,17,29,41,35
649,901,0,9/9/1992,5,10,31,35,37,41,20
649,902,0,9/12/1992,1,3,14,17,38,40,20
649,903,0,9/16/1992,1,4,30,40,42,48,49
649,904,0,9/19/1992,4,12,31,41,43,49,24
649,905,0,9/23/1992,19,21,34,36,47,49,42
649,906,0,9/26/1992,16,17,20,21,29,35,41
649,907,0,9/30/1992,14,35,40,43,46,47,11
649,908,0,10/3/1992,11,15,16,22,27,34,12
649,909,0,10/7/1992,8,17,25,26,38,42,14
649,910,0,10/10/1992,8,12,22,39,40,44,17
649,911,0,10/14/1992,3,12,35,42,43,45,13
649,912,0,10/17/1992,2,13,15,24,33,35,39
649,913,0,10/21/1992,7,18,26,35,38,48,49
649,914,0,10/24/1992,11,22,25,33,42,49,28
649,915,0,10/28/1992,3,11,13,15,20,39,32
649,916,0,10/31/1992,22,28,29,30,36,47,16
649,917,0,11/4/1992,12,14,19,26,40,42,3
649,918,0,11/7/1992,8,9,14,38,42,49,41
649,919,0,11/11/1992,12,19,28,31,41,47,16
649,920,0,11/14/1992,2,6,7,8,30,37,47
649,921,0,11/18/1992,3,7,11,29,45,48,8
649,922,0,11/21/1992,5,6,7,12,35,39,29
649,923,0,11/25/1992,18,28,29,30,46,49,7
649,924,0,11/28/1992,10,19,20,35,38,43,48
649,925,0,12/2/1992,2,16,22,24,27,45,42
649,926,0,12/5/1992,3,21,23,41,43,46,1
649,927,0,12/9/1992,1,5,10,16,44,45,23
649,928,0,12/12/1992,15,18,29,30,37,47,44
649,929,0,12/16/1992,2,11,32,33,48,49,3
649,930,0,12/19/1992,8,9,13,27,28,38,7
649,931,0,12/23/1992,7,14,32,36,39,44,43
649,932,0,12/26/1992,11,13,16,17,19,20,37
649,933,0,12/30/1992,11,23,30,31,34,46,17
649,934,0,1/2/1993,7,15,19,28,29,30,43
649,935,0,1/6/1993,3,16,20,22,37,39,31
649,936,0,1/9/1993,6,14,18,21,34,35,22
649,937,0,1/13/1993,3,11,16,23,24,26,25
649,938,0,1/16/1993,16,31,38,39,41,42,30
649,939,0,1/20/1993,11,12,18,20,36,43,44
649,940,0,1/23/1993,12,21,25,34,45,48,39
649,941,0,1/27/1993,7,15,31,41,46,47,17
649,942,0,1/30/1993,1,6,13,14,19,34,8
649,943,0,2/3/1993,1,24,28,34,44,47,43
649,944,0,2/6/1993,19,29,33,34,39,41,26
649,945,0,2/10/1993,13,19,29,31,32,48,47
649,946,0,2/13/1993,12,16,17,20,34,39,43
649,947,0,2/17/1993,4,12,16,22,32,40,35
649,948,0,2/20/1993,12,14,32,40,43,49,38
649,949,0,2/24/1993,4,5,8,10,32,39,28
649,950,0,2/27/1993,1,8,16,18,19,38,26
649,951,0,3/3/1993,22,24,28,33,38,46,31
649,952,0,3/6/1993,1,2,14,25,29,46,28
649,953,0,3/10/1993,3,6,9,39,46,47,1
649,954,0,3/13/1993,1,7,18,19,27,41,9
649,955,0,3/17/1993,5,12,15,26,36,46,23
649,956,0,3/20/1993,6,11,13,21,27,41,35
649,957,0,3/24/1993,9,15,25,27,28,41,46
649,958,0,3/27/1993,7,14,26,28,30,42,13
649,959,0,3/31/1993,6,20,24,29,32,42,17
649,960,0,4/3/1993,1,2,8,12,41,45,15
649,961,0,4/7/1993,8,28,30,37,41,43,14
649,962,0,4/10/1993,32,36,43,44,45,47,10
649,963,0,4/14/1993,11,18,20,25,35,39,19
649,964,0,4/17/1993,12,21,23,31,33,45,18
649,965,0,4/21/1993,4,6,17,31,34,49,2
649,966,0,4/24/1993,8,20,30,38,41,43,16
649,967,0,4/28/1993,4,7,11,18,46,47,36
649,968,0,5/1/1993,4,18,39,40,42,43,17
649,969,0,5/5/1993,3,13,16,18,19,46,39
649,970,0,5/8/1993,1,3,8,27,39,48,11
649,971,0,5/12/1993,9,20,24,38,44,48,37
649,972,0,5/15/1993,3,6,22,31,35,43,7
649,973,0,5/19/1993,3,25,29,37,44,45,43
649,974,0,5/22/1993,10,12,22,27,31,32,29
649,975,0,5/26/1993,5,6,9,39,43,47,32
649,976,0,5/29/1993,12,17,33,34,40,48,36
649,977,0,6/2/1993,1,3,19,32,37,47,23
649,978,0,6/5/1993,17,23,32,33,40,47,27
649,979,0,6/9/1993,18,27,28,34,38,45,19
649,980,0,6/12/1993,1,3,13,21,32,45,37
649,981,0,6/16/1993,3,8,12,20,26,39,24
649,982,0,6/19/1993,5,17,31,34,36,38,11
649,983,0,6/23/1993,5,24,38,40,44,48,10
649,984,0,6/26/1993,16,17,23,35,39,45,18
649,985,0,6/30/1993,12,18,27,29,31,43,20
649,986,0,7/3/1993,8,10,32,36,37,44,9
649,987,0,7/7/1993,23,27,31,39,41,42,7
649,988,0,7/10/1993,13,30,37,39,42,44,1
649,989,0,7/14/1993,16,24,25,27,29,40,19
649,990,0,7/17/1993,2,4,14,32,39,43,6
649,991,0,7/21/1993,1,6,16,38,41,48,27
649,992,0,7/24/1993,15,23,27,31,41,42,45
649,993,0,7/28/1993,2,4,8,9,22,34,48
649,994,0,7/31/1993,4,14,20,21,29,36,3
649,995,0,8/4/1993,5,18,19,26,30,40,46
649,996,0,8/7/1993,4,9,17,31,33,38,34
649,997,0,8/11/1993,2,6,15,26,36,40,28
649,998,0,8/14/1993,9,16,26,30,32,36,29
649,999,0,8/18/1993,20,22,37,42,43,46,24
649,1000,0,8/21/1993,17,18,20,39,40,41,42
649,1001,0,8/25/1993,16,19,20,25,35,42,30
649,1002,0,8/28/1993,12,19,21,28,30,39,46
649,1003,0,9/1/1993,2,18,31,33,43,47,13
649,1004,0,9/4/1993,1,21,23,25,29,44,45
649,1005,0,9/8/1993,4,21,23,29,33,40,41
649,1006,0,9/11/1993,3,7,12,16,30,31,44
649,1007,0,9/15/1993,4,9,12,27,28,48,15
649,1008,0,9/18/1993,4,5,21,24,36,38,8
649,1009,0,9/22/1993,11,12,27,29,31,38,18
649,1010,0,9/25/1993,10,26,27,35,41,46,11
649,1011,0,9/29/1993,11,19,20,36,38,47,35
649,1012,0,10/2/1993,7,18,25,34,39,47,16
649,1013,0,10/6/1993,23,26,29,41,42,46,18
649,1014,0,10/9/1993,2,8,10,12,23,44,40
649,1015,0,10/13/1993,4,23,24,34,41,48,47
649,1016,0,10/16/1993,4,7,20,32,45,48,23
649,1017,0,10/20/1993,11,17,22,30,40,41,37
649,1018,0,10/23/1993,3,22,31,32,33,39,5
649,1019,0,10/27/1993,2,7,8,15,21,40,25
649,1020,0,10/30/1993,5,13,22,23,28,38,7
649,1021,0,11/3/1993,13,15,23,26,32,33,28
649,1022,0,11/6/1993,7,8,13,16,17,36,41
