year,statement,,,
2002,"See intelligence chronolog^nVolui^^ including 63211 (30 JAN 2002); DIRECTOR (251833Z JUN 0 2 ) ; ^ 0 0 2 ; Mil I I 11II B B | l I HI I CIA (271730Z SEP02); I HI I I II II ' ' ' OCT02);| In testimony on May 4, 2011, the CIA informed the Coimnittee that ""From the beginning, CIA focused on the innercirclearoundbinLadin,thepeoplethatwerearoundhim,asawaytotryandgoafterbinLaden.""",,,
2002,"'^'^''Among otherdocuments, see\ (1)CIAtestimony totheSenate Select Conunittee onIntelligence (SSCI) on April 24, 2002, regarding Abu Zubaydali's initial intenogation; (2) CIA written answers to Committee Questions for the Record, dated August 15,2002, regarding results of Abu Zubaydah's interrogations; (3) CIA testimony to SSCIon September 5, 2002, regarding covert detention facilities and results of Abu Zubaydah's interrogation; (4) CIA cable documenting September 27, 2002, briefing to Chairman Bob Graham and Vice Chainnan Richard Shelby and their staff directors regarding the CIA's enhanced interrogation techniques in the intenogations of Abu Zubaydah; (5) CIA Memorandum for the Record documenting February 4, 2003, briefing to SSCI Chairman Pat Roberts and CommitteestaffdirectorsregardingtheCIA'sDetentionandInterrogationProgram; (6)CIAtestimonytoSSCIon March5,2003,regardingthecaptureandinitialinterrogationofKSM; (7)CIAwitnesstestimonytoSSCIon March 19,2003, regarding KSM's inten:ogation; (8) CIA witness testimony to SSCI on April 1, 2003, regarding KSM's capture; (9) April 3, 2003, Intelligence Community Terrorist Threat Assessment regarding KSM threat reporting, entitled ""Klialid Shaykh Muhammad's Threat Reporting—Precious Tmths, Sunounded by a Bodyguard ofLies,""providedtotheSSCIonApril7,2003; (10)CIAtestimonytoSSCIonApril30,2003,regardingdetainee reporting; (11)CIAtestimonytoSSCIonJune25,2003,regardingKSMintenogation; (12)CIAtestimonyto SSCI on July 30j2003^reear^g CIA detainee threat reporting; (13) CIA testimony to SSCI on September 3, 2003, regarding ^'^^^'^orities, including CIA detention authorities; (14) CIA prepared briefing for Chairman Pat Roberts and Vice Chainnan John D. Rockefeller IV entitled, ""CIA Interrogation Program: DDO TalkingPoints,04September2003""; (15)CIAwitnesstestimonytoSSCIonMay12,2004,regardingCIArolein abusesatAbuGhraibprison; (16) SSCIstaffnotesforJuly15,2004,CIAbriefingtoChairmanPatRobertsand Vice Chairman John D. Rockefeller IV regarding the status of the CIA intenogation prograjii; (17) CIA testimony toSSCIonSeptember13,2004,regardingCIAandtheabusesatAbuGhraibprison; (18)Hand-writtennotesof ViceChairmanJohnD.RockefellerIVrecordingabriefingbyJoseRodriguezonMarch7,2005; (19)CIA Memorandum for the Record, Subject: Sensitive Issue -Counterterrorism, October 31, 2005, regarding briefing for Senate Majority Leader Bill Frist regarding the Detainee Treatment Act, and email exchanges between John Rizzo, lll^^llllllll^, subject: ""Re: Immediate Re; Sen. Frist required for briefing on impact of McCain Amendment""; date: October 31, 2005, and associated records concerning CIA briefings for Senators John McCain, Tliad Cocluan, Ted Stevens, and John Cornyn; (20) SSCI Memorandum for die Record, March 8, 2006, documenting CIA briefing of March 7, 2006, to staff on status of the CIA's Detention and Interrogation Program; (21) CIA Director Porter Goss testimony to the SSCI on March 15, 2006, regarding the status of the CIA's DetentionandInterrogationProgram; (22)CIADirectorMichaelHaydentestimonytotheSSCIonSeptember6, 2006, regarding the CIA's Detention and Intenogation Program, prior to Senate consideration of the Military Commissions Act of 2006; (23) CIA Director Michael Hayden testimony to the SSCI on November 16, 2006, regarding the CIA's Detention andInterrogation Program, following passage of the Military Commissions Actof 2006; (24) CIA DirectorMichael Hayden testimony to theSSCIon April 12,2007,regarding the CIA's Detention and Intenogation Program and a report of the International Committee of the Red Cross; (25) CIA fax from CIA employee [REDACTED] to U.S. Senate Committee on Appropriations, Subcommittee on Defense, with fax cover sheetentitled,""Talkingpoints,""sentonOctober26,2007,at5:39:48PM.",,,
2002,"B. PastEffortstoReviewtheEffectivenessoftheCIA'sEnhancedInterrogation Techniques During the period in which the CIA's Detention and Interrogation Program was operational, from 2002 to 2009, there were three reviews that addressed the effectiveness of the CIA's enhanced interrogation techniques: (1) the CIA Office of Inspector General Special Review, released in May 2004; (2) an internal review conducted by two senior CIA officers in 2004; and (3) a 2005 ""Blue Ribbon"" panel consisting of two individuals not employed by the CIA.",,,
2002,"For more on the letter^i^ were seized during the September 11, 2002, raids in Pakistan, andAbuZub^ah's reporting, see ALEC |[^HU(n0^154Z JAN 03); DIRECTOR] (172117Z SEP 02); 10092 (21103IZ APR 0 2 ) T ^ ^ ^ B 10022 (121216Z APR 02); 1 ; 111111111110321 (231427Z MAY 02); Federal Bureau of Investigation documents pertaining ""to the interrogation of detainee Zayn A1 Abideen Abu Zabaidah"" and provided to the Senate Select Committee on Intelligence by cover letter dated July 20, 2010 (DTS #2010-2939).",,,
2002,"IMlII UNCLASSIFIED campaign against terrorism—states may be very unwilling to call the U.S. to task for torture when it resulted in saving thousands of lives On February 1, 2002, a CTC attorney researched the impact of the application of the Geneva Conventions (GC) on future CIA interrogation a c t i v i t i e s .",,,
2002,"""^^^^ (U) The Department of Justice Office of Legal Counsel (OLC) included the ""necessity defense"" in its August 1, 2002, memorandum to the White House Counsel, determining, among other things, that ""under the current circumstances, necessity or self-defense may justify interrogation methods that might violate"" the criminal prohibition against torture.The OLC memorandum states: ""It appears to us that under the cun-ent circumstances the necessity defense could be successfully maintained in response to an allegation of a Section 2340A violation.",,,
2002,"Further,onAugust1,2002,OLCissuedan unclassified, but non-public opinion, in the form of a memorandum to White House Counsel Alberto Gonzales, analyzing whether certain interrogation methods would violate 18 U.S.C.",,,
2002,"'0^ Email from: [REDACTED]; to: and [REDACTED]; subject: ""POW's and Questioning""; date: February I, 2002.",,,
2002,"Email from: [REDACTED]; to: [REDACTED]; subject: ""POW's and Questioning"";date:February1,2002.",,,
2002,"Inaninternalemailmessagedated February 1, 2002, from CTC attorney [REDACTED] to [REDACTED], [REDACTED] refened to '[CIA Attorney [REDACTED]] papers reflecting on necessity and anticipatory self defense.'""",,,
2002,"1068 Memorandum for Alberto R. Gonzales, Counsel to the President, from Jay C. Bybee, Assistant Attorney General, Office of Legal Counsel, August 1, 2002, ""Re Standards of Conduct for Interrogation under 18 U.S.C 2340-2340A,"" the U.S. Federal Torture Statute.",,,
2002,"AccordingtoBybee,""theOLCattorneys working on the [August 1, 2002] Memo had been briefed on the apprehension of Jose Padilla on May 8, 2002.",,,
2002,"""^^^^ The August 1, 2002, memorandum states that the ""[i]nterrogation of captured al Qaida operatives allegedly allowed U.S. intelligence and law enforcement agencies to track Padilla and to detain him upon his entry into the United States.",,,
2002,"OnDecember30,2004,theOLCissuedanew memorandumsupersedingtlieAugust1,2002,memoranduminitsentirety.",,,
2002,"TheOLCwrotethat""[b]ecausethe discussion in [the August 1, 2002] memorandum concerning the President's Commander-in-Chief power and the potential defenses to liability was - and remains—unnecessary, it has been eliminated from the analysis that follows.",,,
2002,"Page 181 of 499 UNCLASSIFIED TOP SECRET/^ //NOFORN UNCLASSIFIED With the issuance on August 1, 2002, of a second OLC memorandum specific to Abu Zubaydah,^^'''^ the CIA initiated the use of its enhanced inten*ogation techniques.",,,
2002,"27, 2003, more than three months after the CIA had ceased using its enhanced interrogation techniques against KSM, CTC Chief of Operations told the OIG that he was convinced that KSM ""knows more and is just Memorandum for John Rizzo, Acting General Counsel, Central Intelligence Agency, from Jay Bybee, Assistant Attorney General, Office of Legal Counsel, August 1, 2002, Interrogation of al Qaeda Operative (DTS #2009-1810, Tab 1).",,,
2002,"Memorandum for John Rizzo, Acting General Counsel, Central Intelligence Agency, from Jay Bybee, Assistant Attorney General, Office of Legal Counsel, August 1, 2002, Interrogation of al Qaeda Operative (DTS #2009-1810, Tab 1).",,,
2002,"This cable also stated, ""[a]s noted in severalprevious cables, in December 2002 became aware of die threat to Consulate officials.""",,,
2002,"SeemultipleopensourcereportingandDepartmentofJustice materials, including, UnitedStates v. Richard Reid Indictment, U.S. District Court, District of Massachusetts, January16,2002.",,,
2002,"AbuZubaydahprovidedinformationonpotentialplacesal-Qa'idamighttarget,includingbanks and subways, shortly after his capture to FBI interrogators, months prior to the use of the CIA's ""enhanced interrogation techniques"" in August 2002.",,,
2002,"Thedraftalsoidentifiedanumberofunauthorizedinterrogation techniques that had been used,^^""^ and conckided that, in a number of cases, CIA interrogations went ""well beyond what was articulated in the written DOJ legal opinion of 1 August 2002.",,,
2002,"H20 Pavitt also stated that by ""September, October and November"" of 2002, ""they saw a clear benefit"" to the use of CIA's enhanced interrogation techniques on Abu Zubaydah (Interview of James Pavitt, by [REDACTED], Office of the Inspector General, August 21, 2003).",,,
2002,"Information from detainees prevented - among others - the West Coast airliner plot, a plot to blow up an apartment The CIA attorney also described the Israeli precedent with regard to the ""necessity defense"" that had been invoked by CIA attorneys and the Department of Justice in 2001 and 2002.",,,
2002,"The cited cables describe Abu Zubaydah's June 2002 description of a meeting with Ramzi bin al-Shibh (acquired prior to the use of the CIA's enhanced interrogation techniques against Abu Zubaydah), and Abu Zubaydah'sAugust200^eportin^i^ussingthesamemeeting(aftertheuseofthetechniques).",,,
2002,(SeeCIA (I01514Z JUN 02); August 2002).),,,
2002,"Thecitedcabledescribes AbuZubaydah'sApril2002reporting, priortotheuse oftheCIA'senhance^nteiToe^ techniques,identifyingKSMas""Mukhtar""andthe""mastermind""ofthe9/11 attacks.",,,
2002,(See H | | | | ^ ^ ^ H | ^ | ( 1 3 April 2002).),,,
2002,"Tlie document cited a cable on Abu Zubaydali's August 2002 description of his meeting witli Ramzi bin al- Shibh, but not the previously cited June 2002 cable related to Abu Zubaydah's description of the same meeting^^ Zubaydah was subjected to the CIA's enhanced intenogation techniques.",,,
2002,"(SeeDISerialFlierCTC2002-30086CH:CIAanalyticreport, ""Threat Threads: Recent Advances in Understanding 11 September."")",,,
2002,"D. CIARepresentationsAbouttheEffectivenessofItsEnhancedInterrogationTechniques Against Specific CIA Detainees While the CIA made numerous general representations about the effectiveness of its enhanced interrogation techniques, CIA representations on specific detainees focused almost exclusively on two CIA detainees, Abu Zubaydah, detained on March 28, 2002, and KSM, detained on March 1, 2003.",,,
2002,"Director Hayden stated: ""Now in June [2002], after about four mondis of intenogation, Abu Zubaydah reached a point where he refused to cooperate and he shut down.",,,
2002,"SeealsoOfficeofLegalCounselMemorandumfor John Rizzo, Acting General Counsel of the Central Intelligence Agency, dated August 1, 2002, and entitled ""Interrogation of al Qaeda Operative,"" which states: ""Tlie inteiTogation team is certain [Abu Zubaydah] has additional information that he refuses to divulge.",,,
2002,"I n early June 2002, Abu Zubaydah's interrogators recommended that Abu Zubaydah spend several weeks in isolation while the interrogation team members traveled | m | | ""as a means ofkeeping [Abu Zubaydal^off-balance and to allow the team needed time offfor abreak and to atten^^^onal matters as well as to discuss ""the endgame"" for Abu Zubaydah jjjjjjjjjjj^^ with officers from CIA Headquarters.As a result, Abu Zubaydah spent much of June 2002, and all of July 2002,47 days in total, in isolation.",,,
2002,"While Abu Zubaydah was in isolation in July 2002, CIA Headquarters informed the Department of Justice and White House officials that Abu Zubaydah's interrogation team believed Abu Zubaydah possessed information on terrorist threats to, and al-Qa'ida operatives in, the United S t a t e s .",,,
2002,"See also Memorandum for John Rizzo, Acting General Counsel, Central Intelligence Agency, from Jay Bybee, Assistant Attorney General, Office of Legal Counsel, August 1, 2002, Inten ogation of al Qaeda Operative.",,,
2002,"'20' DIRECTOR• • (031357Z AUG 02) '202 [REDACTED] 73208 (231043Z JUL 02); email from: to: [REDACTED], [REDACTED], and•^••1; subject: Addendumfrom[DETENTIONSITEGREEN];date:July23,2002,at07:56:49PM; [REDACTED] 73208 (231043Z JUL 02).",,,
2002,"'^^^ Nonetheless, on August 30, 2002, the CIA informed the National Security Council that See Abu Zubaydah detainee review in Vohniie III.",,,
2002,"Abu Zubaydah was taken intoCIA custody on March 2002, and was shortly thereafter hospitalized until April 15, 2002.",,,
2002,"Abu Zubaydah returned to DETENTION SITE GREEN on April 15, 2002.",,,
2002,"During the months of April and May 2002, which included a period during which Abu Zubaydah was on life support and unable to speak (Abu Zubaydah communicated primarily with FBI special agents in writing), Abu Zubaydah's interrogations resultedin95intelligencereports.",,,
2002,ThethreeitemsidentifiedbytheCIAwereallacquiredinAprilandMayof2002byFBI interrogators.,,,
2002,"AbuZubaydahwasplacedinisolationfromJune18,2002,toAugust4,2002,withoutbeingasked anyquestions.",,,
2002,"After47daysinisolation,theCIAreinstitutedcontactwidiAbuZubaydahatapproximately11:50 AM on August 4,2002, when CIA personnel entered the cell, shackled and hooded Abu Zubaydah, and removed his towel, leaving Abu Zubaydali naked.",,,
2002,"During the months of August and September 2002, Abu Zubaydah's reporting resulted in 91 intelligence reports, fourfewer than thefirst twomonths ofhisCIAdetention.",,,
2002,"""'^^^ Shortly thereafter, however, in October 2002, CIA records indicate that President Bush was informed in a Presidential Daily Brief (PDB) that ""Abu Zubaydah resisted providing useful information until becoming more cooperative in early August, probably in the hope of improving his living conditions.""",,,
2002,"OntheeveningofApril20,2002,priortothe Briefing on RDI Program"" agenda, CIA document ""ElTs and Effectiveness,"" with associated documents, ""Key Intelligence Impacts Chart: Attachment (AZ and KSM),"" ""Background on Key Intelligence Impacts Chart: Attachment,"" and ""supporting references,"" to includeJ|Backgroun Key Captures and Plots Disrupted.",,,
2002,""")- On August 30, 2002, Legal, I H I H H i H l ' Legal Adviser John Bellinger to discuss Abu Zubaydali's interrogation.",,,
2002,"{See email from; John Rizzo^o^ohn Moseman; subject: Meeting with NSCLegalAdviser,30August2002;date:September3,2002;ALEC|m^|,052227ZSEP02.)",,,
2002,"{See email from: John Rizzo; to: John Moseman; subject: Meeting with NSC Legal Adviser, 30 August 2002; date: September 3, 2002.)",,,
2002,'2^'' The CIA represented in 2002 that the CIA's enhanced intenogation techniques were necessary and effective.,,,
2002,"Abu Zubaydah provided this information in April 2002, prior to the commencement of the CIA's enhanced interrogation techniques in August 2002.",,,
2002,"Padilla and his associate, Binyam Mohammed, conceived the ""Dirty Bomb Plot"" after locating information, derived from what the CIA described as ""a satirical internet article"" entitled ""How to Make an H-bomb,"" on a computer ataPakistanisafehouseinearly2002.^^®^ Thearticleinstructedwould-bebombmakersto enrich uranium by placing it ""in a bucket, attaching it to a six foot rope, and swinging it around your head as fast as possible for 45 minutes.Padilla and Mohammed approached Abu Zubaydah in early 2002, and later KSM, with their idea to build and use this device in the United States.Neither Abu Zubaydah norKSM believed theplanwasviable,'^^'^ butKSMprovided funding for, and tasked Padilla to conduct, an operation using natural gas to create explosions in tall buildings in the United States,^^^^ later known as the ""Tall Buildings Plot.",,,
2002,"U.K. courts noted ""that Email from: [REDACTED], CTC/OTA/CBRNB; subject: ""Note to Briefers Updating Zubaydah 'Uranium Device' Information""; date: April 23,2002, at 08:25:40 PM.",,,
2002,"Thedocumentstates: ""JosePadillaisaUnitedStatescitizenwhohasbeendesignatedasanenemy combatantbythePresidentandhasbeendetainedbythemilitarysinceJune9,2002.",,,
2002,"The CIA further represented that the intelligence acquired from the CIA's enhanced interrogation techniques was ""otherwise unavailable"" and ""saved lives, Source on Al-Qa'ida,"" noted: ""From late 2001 until early 2003, KSM also conceived several low-level plots, including an early 2002 plan to send al-Qa'ida operative and US citizen Jose Padilla to set off bombs in high-rise apartmentbuildingsinanunspecifiedmajorUScity.""",,,
2002,"CIA records indicate that: (1) there was significant intelligence in CIA databases acquired prior to—and independently of—the CIA's Detention and Interrogation Program to fully identify Jose Padilla as a terrorist threat and to disrupt any terrorist plotting associated with him;^^^""^ (2) Abu Zubaydah provided information on the terrorist plotting of two individuals who proposed an idea to conduct a ""Dirty Bomb"" attack, but did not identify their true names; (3) Abu Zubaydah provided this information to FBI special agents who were using rapport-building techniques, in April 2002, more than three months prior to the CIA's ""use of DOJ-approved enhanced See.",,,
2002,"The sleep deprivation and nudity as implementedduring this period differedfrom how sleep deprivation and nudity were implemented after the CIA developed, and the Department of Justice approved, the CIA's ""enhanced interrogation techniques"" in August2002.",,,
2002,"Ti;ie Department of Justice finalized its approval of the CIA's enhanced interrogation techniques, including walling, facial slaps, wall standing, stress positions, sleep deprivation, and the waterboard, as well as other techniques,onAugust1,2002.",,,
2002,"BeginningonAugust4,2002, and extending through August 20, 2002, Abu Zubaydah was subjectedto the non-stop concurrent use of the CIA's enhanced intenogation techniques, including at least 83 applications of the waterboard.",,,
2002,"CIA records indicate that tlie use of the CIA's enhanced interrogation techniques ceased on August 30, 2002, when Abu Zubaydah received clothing.",,,
2002,"On June 10, 2002, then-Attorney General John Ashcroft announced, ""We have captured a known terrorist who was exploring a plan to build and explode a radiological dispersion device, or 'dirty bomb,' in the United States.""",,,
2002,"See Transcript of the Attomey General John Ashcroft Regarding the Transfer of Abdullah A1 Muhajir (Bom Jose Padilla) to the Department of Defense as an Enemy Combatant, on June 10, 2002.",,,
2002,"The CIA's June 2013 Response further states ""[d]espite the imprecision of our language, we continue toasses^^va^^oo^xampl^^he importance of intelligence derived Page 231 of 499 UNCLASSIFIED 11)1 ||M III I UNCLASSIFIED TOP SECReiVV^^^M|B^^^^^M//NQFQRN Prior to the capture of Abu Zubaydah on March 28, 2002, the CIA was alerted to the threat posed by Jose Padilla.",,,
2002,"(SeeMemorandumforJohnRizzo,Acting General Counsel, Central Intelligence Agency, from Jay Bybee, Assistant Attorney General, Office of Legal Counsel, August 1, 2002, Interrogation of al Qaeda Operative (DTS #2009-1810, Tab 1).)",,,
2002,"According to testimony of a CIA officer at Jose Padilla's federal trial, the binder and other material were Page 232 of 499 UNCLASSIFIED TOP SECRET// //NOFORN UNCL A SSIFIED On April 10, 2002, the CIA disseminated a cable with intelligence derived from the exploitation of documents obtained during the raids in which Abu Zubaydah was captured.",,,
2002,Included in the CIA cable is a translation of a letter from mid-March 2002 that references a 33-yeai'-old English-speaking individual.,,,
2002,"""^^^-^ April 11, 2002, the CIA was provided with information from Pakistani officials on a 33-year-old U.S. citizen named ""Jose Padilla,"" with a date of birth of October 18, 1970, who was briefly detained by Pakistani officials on April 4, 2002.",,,
2002,") T h e information identifyin^os^Milla and ""Fouad Zouaoui"" as potential terrorists had been provided by the CIA's to CIA Headquarters, several CIA Stations, and the State Department's Regional Security Officer (RSO) in Karachi by April 12, 2002.",,,
2002,"As a result, by April 12, 2002, the CIA was already alerted that a named U.S. citizen, ""Jose Padilla,"" had spent significant time in Pakistan and was engaged in ""possible terrorist activity.",,,
2002,"""^^^^ Eight days after the CIA was informed that U.S. citizen Jose Padilla was engaged in ""possible terrorist activity,"" on the evening of April 20, 2002, Abu Zubaydah told FBI special agents about two men who approached him with a plan to detonate a uranium-basedexplosivedeviceintheUnitedStates(the""dirtybomb"").",,,
2002,"See additional reporting in the Volume II intelligence chronolo^ Abu Zubaydah provided the names of the individuals as Taiha al-Kini and Abdallah al-Muhajir (| 10090 (210703Z APR 02^^ 1334 10063 (180515Z APR 02); 10096 (221545Z APR 02) See FBI communications to FBI Headquarters in April 2002, as well as May 13, 2009, Senate Judiciary Committee testimony of FBI Special Agent Ali Soufan on the interrogation of Abu Zubaydah.",,,
2002,"On February 11, 2009, the Committee held a business meeting at which Committee staff presented a memorandum on the content of the CIA operational cables detailing the interrogations of Abu Zubaydahand'Abdal-Rahimal-Nashiriin2002.^^""^^ CIADirectorHaydenhadallowedasmall number of Committee staff to review the cables at CIA Headquarters, and as noted, had testified that the cables provided ""a more than adequate representation"" of what was on the destroyed CIAinterrogationvideotapes.-^""^^ ThechairmanstatedthattheCommitteestaffmemorandum represented ""the most comprehensive statement on the treatment of these two detainees, from the conditions of their detention and the nature of their interrogations to the intelligence produced and the thoughts of CIA officers and contractors in the field and Headquarters.After the staff presentation, the vice chairman expressed his support for an expanded Committee investigation, stating, ""we need to compare what was briefed to us by the Agency with what we find out, and we need to determine whether it was within the guidelines of the OLC, the MON, andtheguidelinespublishedbytheAgency.Othermembers oftheCommitteeaddedtheir support for an expanded investigation, with one member stating, ""these are extraordinarily serious matters and we ought to get to the bottom of it... to look at how it came to be that these techniques were used, what the legal underpinnings of these techniques were all about, and finally what these techniques meant in terms of effectiveness.",,,
2002,"Withinafewhours,AbuZubaydahagain Page 234 of 499 UNCLASSIFIED ini''iM IIiiI ^ i TOP iSECRET// //NOFORN UNCLASSIFIED not be subjected to the ""use of DOJ-approved enhanced interrogation techniques"" until August 2002, more than three months later.^'^^^ two hours of the dissemination of this information, CIA officei^^llllj^^^BHIIII^I cables to CIA Headquarters and select CIA Stations calling attention to the similarities between Abu Zubaydah's reporting and their request from April 12, 2002, for information on Jose Padilla and Fouad Zouaoui, which had not yet been acted upon by the receiving o f f i c e s .",,,
2002,"Padilla was located and unknowingly escorted back to the United States by an FBI special agent on May 8, 2002.^^^^ Upon his arrival in the United States Padilla was found to be carrying $10,526 in U.S. currency, anamounthefailedtoreport.^^^^ PadillawasinterviewedandtakenintoFBIcustodyona started talking and gave us important actionable intelligence.",,,
2002,"Abu Zubaydah provided infonnation on Jose Padilla while being intenogated by the FBI ( | | | B | B I 10091)""; CIA testimony from CIA Director Hayden on April 12,2007, stating, ""In August 2002, CIA began using these few and lawful interrogation techniques in the interrogation of Abu Zubaydah""; and tlie CIA-vetted speech by President Bush on September 6, 2006.",,,
2002,"^^^^11299 (•••JA^4); 1308 (^^•jANO40r|^^^B 1312^^HnA7^)7^^HB 1530(^^B^H04) 2313 Memorandum for John Rizzo, Acting General Counsel, Central Intelligence Agency, from Jay Bybee, Assistant Attorney General, Office of Legal Counsel, August 1, 2002, Interrogation of al Qaeda Operative (DTS #2009-1810, Tab 1).",,,
2002,"Memorandum for John Rizzo, Acting General Counsel, Central IntelUgence Agency, from Jay Bybee, Assistant Attorney General, Office of Legal Counsel, August 1, 2002, Interrogation of al Qaeda Operative (DTS #2009-1810, Tab I).",,,
2002,"See Abu Zubaydah detainee review in Volume III that details how, after Department of Justice approval in August 2002, tlie CIA began using the CIA's enhanced interrogation techniques against Abu Zubaydah on August 4, 2002^ncludin^i^vaterboard.",,,
2002,"See also^^j/Zf/h 10644 (201235Z AUG 02); and email from: [REDACTED]; to: and [REDACTED]; subject: ""Re: So i^egins""; date; August 4,2002, at09:45 AM.",,,
2002,"Attorney General John Ashcroft expressed the view that ""while appropriate caution should be exercised in the number of times the waterboard was administered, the repetitions 2309 Memorandum for John Rizzo, Acting General Counsel, Central Intelligence Agency, from Jay Bybee, Assistant Attorney General, Office of Legal Counsel, August 1, 2002, Interrogation of al Qaeda Operative (DTS #2009-1810, Tab 1).",,,
2002,"1338 A^i^iong other documents, see letter from the CIA addressed to SSCI Staff Duector A1 Cumming, dated June 24, 2002, and entitled, ""Anest of Jose Padilla.""",,,
2002,"After being detained in Pakistan, Binyam Mohammad was rendered by the CIA July | , 2002, where he was hel^^^^^HHIII government^n Januat 2004, Binyam Mohammad was transferred to CIA custody |^^^|^^^|30586 ••••l 630 1339 pjjjj Rowan, Department of Justice National Security Division to [REDACTED], at CTC Legal, on August 15, 2007 with subject line; ""Jose Padilla,"" includes a Departmentof Justice memorandum that is based primarily on 29 URs of the joint FBI-military interrogations of Padilla disseminated from May 5, 2003, to July 9, 2003, a FBI document ""Jose Padilla Debrief Summary, August 29, 2003,"" the FBI's 302s on Padilla (5/8/02) and Binyam Muhammad (6/4/02), an FBI EC on Padilla (5/14/02); a CIA Statement Summanzin^igmficant Information about Jose Padilla of 8 June 02 ['CIA Summary']; a DIA Info Memo from 1/13/03); and an FBI LHM ""Jose Padilla Debrief Status"" (11/11/03).",,,
2002,"See also SSCI Transcript ""Detention of Jose Padilla,"" dated June 12, 2002 (DTS #2002-2603).",,,
2002,"Inrcsponse to one such representation, the chief of the Abu Zubaydah Task Force wrote to | IIIIIIIICTC Legal in 2002 that ""AZ's info alone would never have allowed us to find [Jose Padilla and Binyam Mohammed].",,,
2002,"""In 2004, she sought to correct inaccurate CIA representations again, telling colleagues: '3''®CIA Notification, ""Arrest ofJose Padilla,"" dated June 24, 2002 (DTS #2002-2866); WHDC•• (242226Z MAR 03).",,,
2002,"Discusses information obtained by FBI officials on March 20, 2003, and SSCI Transcript ""Staff Briefing by the Federal Bureau of Investigation on the Detention of Jose Padilla,"" dated June 11, 2002 (DTS #2002-2598).",,,
2002,"See CIA Document, Subject ""CIA StatementSummarizingSm Information About Jose Padilla {21:10 hrs.- 8 June 02},"" email from [REDACTED] to on August 2, 2002, at 3:54:17 PM, with the subject line; ""Re: Padilla's travel history,"" and fax from Pat Rowan, Department of Justice National Security Division to [REDACTED], at CIA CTC Legal, on August 15, 2007, with subject line: ""Jose Padilla.""",,,
2002,"CIA records indicate that it was not until July 29, 2003, almost a year later, that the attorney general stated that the legal principles of the August 1, 2002, memorandum could be applied to other CIA detainees.^^^^ The August 1, 2002, OLC memorandum also included an analysis of each of the CIA's proposed enhanced interrogation techniques with a description of how the 2305 2306 Memorandum for John Rizzo, Acting General Counsel, Central Intelligence Agency, from Jay Bybee, Assistant Attorney General, Office of Legal Counsel, August 1, 2002, Interrogation of al Qaeda Operative (DTS #2009-1810, Tabl).",,,
2002,"See also SSCI transcript ""Detention ofJose Padilla,"" dated Jun^2^002 (DTS #2002-2603), in which the CIA informs the SSCI that, based on his address book confiscated in Padilla ""did have connections to Islamic extremists, both within the United States and outside the U.S."" See Department of Justice memorandum referenced in chronology in Volume II that is based primarily on 29 IIRs of the joint FBI-military interrogations of Padilla disseminated from May 5, 2003, to July 9, 2003; a FBI document ""Jose Padilla Debrief Summary, August 29, 2003,"" the FBI's 302s on Padilla (5/8/02) and Binyam Muhammad (6/4/02), an FBI EC on Padilla (5/14/02); a CIA Statement Summarizing Significant Information about JosePadillaof8June02['CIASummary'];aDIAInfoMemofromm m (11/13/03);andanFBILHM""Jose Padilla DebriefStatus"" (11/11/03)^^^^^^^ — See CIA memorandum from: to: Jul^0^002,at01:18:50PM.",,,
2002,"In a SSCI transcript dated June 12, 2002, entitled, ""Detention of Jose Padilla"" (DTS #2002-2603), the CIA acknowledged it had information on Jose PadillapriortoreportingfromAbuZubaydah.",,,
2002,"""^^'^^ Jose Padilla was detained on a material witness warrant from May 8, 2002, to June 9, 2002, when he was tiansferred to U.S. military custody and designated an ""enemy combatant.""",,,
2002,"After beingdetained in Pakistan, Jose Padilla's associate Binyam MohammadwasrenderedbytheCIaMB^^IJulyB 2002,wherehewasheldbythe government.",,,
2002,Lawyers representing Binyam Mohammad sued the government of the United Kingdom to compel the release of documents relating to his whereabouts and treatment after his initial detention in April 2002.,,,
2002,"'^^^ CIA records indicate the CIA became aware of the initial plotting as eaily as September 2002, and that it was disrupted in April 2003, when the remaining plot leaders were arrested in a unilateral operation by Pakistani authorities.",,,
2002,"CIA records indicate that the Karachi Plot(s) was thwarted by the arrest of operatives and the interdiction of explosives by Pakistani authorities, specifically The CIA had information regarding the Karachi terrorist plotting as earlyasSeptember11,2002.^^^"" Onthatday,a raidconductedb] Pakistani authonties^^^^^^^^|^^m^^^^^^^^^|^^|, of an al-Qaida safe house in Karachi, Pakistan, uncovered the ""perfume letter,"" named as such because the term ""perfumes"" is used as a code word.",,,
2002,"The letter, written in May 2002, was from KSM to Hamza al-Zubayr, a known al-Qa'ida member who was killed in the r a i d s .",,,
2002,"""^^^^ ByearlyOctober2002,theCIAhadcompletedasearchofthenames identified in the ""perfume letter"" in its databases and found many of the individuals who ""had assigned roles in support of the operation"" were arrested by Pakistani authorities during the Italicsadded.",,,
2002,"The CIA personnel in Karachi further reassured addressees that, in December 2002, the U.S. Consulate in Karachi took increased steps to protect U.S. Consulate personnel.",,,
2002,"A third captured individual stated that the explosives had belonged to Hamza al-Zubayr, the known and now deceased al-Qa'ida operative, as well as others residing in the home raided on September 11, 2002, where the ""perfume letter"" was discovered.",,,
